SWD;SWDtop;CU;CM;CD;TT2M;ST;RH2m;WS10m;WS100m;PREC;SNOW;Month;Day;Hour
655.51;893.86;0.0;0.0;0.01;15.35;15.35;46.39;2.64;3.8;0.0;0.0;5;4;16.75
630.19;862.58;0.0;0.0;0.0;15.35;15.35;44.83;2.56;3.69;0.0;0.0;5;4;17.0
584.16;810.19;0.0;0.0;0.0;15.36;15.36;43.84;2.47;3.58;0.0;0.0;5;4;17.25
550.16;771.72;0.0;0.0;0.0;15.36;15.36;43.45;2.4;3.5;0.0;0.0;5;4;17.5
515.94;732.9;0.0;0.0;0.0;15.37;15.37;43.65;2.39;3.5;0.0;0.0;5;4;17.75
481.52;693.76;0.0;0.0;0.0;15.38;15.38;44.05;2.43;3.58;0.0;0.0;5;4;18.0
426.61;630.61;0.0;0.0;0.0;15.34;15.34;44.3;2.47;3.68;0.0;0.0;5;4;18.25
388.33;585.74;0.0;0.0;0.0;15.26;15.26;44.35;2.48;3.73;0.0;0.0;5;4;18.5
350.4;541.16;0.0;0.0;0.0;15.12;15.12;44.59;2.41;3.65;0.0;0.0;5;4;18.75
312.8;496.83;0.0;0.0;0.0;14.97;14.97;45.41;2.25;3.41;0.0;0.0;5;4;19.0
254.15;427.22;0.0;0.0;0.0;14.81;14.81;46.84;2.0;3.03;0.0;0.0;5;4;19.25
216.44;379.01;0.0;0.0;0.0;14.69;14.69;48.5;1.73;2.62;0.0;0.0;5;4;19.5
181.09;331.71;0.0;0.0;0.0;14.68;14.68;49.96;1.63;2.52;0.0;0.0;5;4;19.75
147.81;285.21;0.0;0.0;0.0;14.68;14.68;51.23;1.82;2.95;0.0;0.0;5;4;20.0
99.5;213.89;0.0;0.0;0.0;14.62;14.62;51.97;2.13;3.64;0.0;0.0;5;4;20.25
69.6;165.62;0.0;0.0;0.0;14.43;14.43;52.55;2.37;4.13;0.0;0.0;5;4;20.5
36.17;108.04;0.05;0.0;0.0;14.03;14.03;53.32;2.39;4.41;0.0;0.0;5;4;20.75
36.17;108.04;0.05;0.0;0.0;13.63;13.63;53.83;2.23;4.39;0.0;0.0;5;4;21.0
0.59;5.16;0.56;0.0;0.0;13.28;13.28;52.54;2.01;4.27;0.0;0.0;5;4;21.25
0.19;1.64;0.71;0.0;0.0;12.5;12.5;52.9;1.93;4.21;0.0;0.0;5;4;21.5
0.0;0.0;0.78;0.0;0.0;12.46;12.46;51.34;1.9;4.25;0.0;0.0;5;4;21.75
0.0;0.0;0.78;0.0;0.0;12.94;12.94;48.46;1.79;4.27;0.0;0.0;5;4;22.0
0.0;0.0;0.79;0.0;0.0;12.94;12.94;47.66;1.72;4.17;0.0;0.0;5;4;22.25
0.0;0.0;0.79;0.0;0.0;12.9;12.9;47.49;1.6;4.05;0.0;0.0;5;4;22.5
0.0;0.0;1.0;0.0;0.0;11.63;11.63;56.38;1.71;3.73;0.0;0.0;5;5;2.25
0.0;0.0;1.0;0.0;0.0;11.58;11.58;56.91;1.67;3.67;0.0;0.0;5;5;2.5
0.0;0.0;1.0;0.01;0.0;11.57;11.57;57.3;1.42;3.47;0.0;0.0;5;5;2.75
0.0;0.0;1.0;0.01;0.0;11.59;11.59;57.56;1.13;3.25;0.0;0.0;5;5;3.0
0.0;0.0;1.0;0.0;0.0;11.62;11.62;57.72;0.85;3.01;0.0;0.0;5;5;3.25
0.0;0.0;1.0;0.0;0.0;11.6;11.6;57.97;0.56;2.77;0.0;0.0;5;5;3.5
0.0;0.0;1.0;0.0;0.0;11.63;11.63;57.97;0.3;2.52;0.0;0.0;5;5;3.75
0.0;0.0;1.0;0.0;0.0;11.64;11.64;58.02;0.07;2.28;0.0;0.0;5;5;4.0
0.0;0.0;1.0;0.01;0.0;11.61;11.61;58.21;0.15;2.11;0.0;0.0;5;5;4.25
0.0;0.0;1.0;0.01;0.0;11.56;11.56;58.45;0.33;2.03;0.0;0.0;5;5;4.5
0.0;0.0;1.0;0.01;0.0;11.46;11.46;58.83;0.57;2.02;0.0;0.0;5;5;4.75
0.0;0.0;1.0;0.01;0.0;11.24;11.24;59.7;0.88;2.06;0.0;0.0;5;5;5.0
0.0;0.0;0.19;0.0;0.0;10.89;10.89;61.19;1.2;2.1;0.0;0.0;5;5;5.25
0.0;0.0;0.19;0.0;0.0;10.76;10.76;61.61;1.46;2.11;0.0;0.0;5;5;5.5
0.0;0.0;0.19;0.0;0.0;10.42;10.42;63.04;1.64;2.08;0.0;0.0;5;5;5.75
0.0;0.0;0.19;0.0;0.0;10.12;10.12;64.25;1.81;2.04;0.0;0.0;5;5;6.0
0.0;0.0;0.14;0.0;0.0;10.01;10.01;64.67;1.96;2.02;0.0;0.0;5;5;6.25
0.0;0.0;0.14;0.0;0.0;9.79;9.79;65.59;2.03;2.05;0.0;0.0;5;5;6.5
0.0;0.0;0.14;0.0;0.0;9.56;9.56;66.31;2.05;2.05;0.0;0.0;5;5;6.75
0.0;0.0;0.14;0.0;0.0;9.19;9.19;68.11;2.03;2.0;0.0;0.0;5;5;7.0
41.45;140.23;0.92;0.0;0.15;9.25;9.25;69.76;1.77;1.91;0.0;0.0;5;5;7.25
41.45;140.23;0.92;0.0;0.15;9.3;9.3;70.33;1.57;1.8;0.0;0.0;5;5;7.5
89.92;258.73;1.0;0.0;0.24;9.68;9.68;73.07;1.31;1.7;0.0;0.0;5;5;7.75
100.02;281.96;1.0;0.0;0.26;10.08;10.08;76.31;1.18;1.67;0.0;0.0;5;5;8.0
130.25;353.14;1.0;0.0;0.31;10.63;10.63;75.98;1.02;1.75;0.0;0.0;5;5;8.25
141.11;401.33;1.0;0.0;0.42;11.09;11.09;73.85;0.96;2.04;0.0;0.0;5;5;8.5
141.65;448.04;1.0;0.0;0.56;11.45;11.45;72.13;1.01;2.45;0.0;0.0;5;5;8.75
133.16;493.45;1.0;0.0;0.73;11.74;11.74;70.31;1.14;2.35;0.0;0.0;5;5;9.0
92.85;561.5;0.56;0.0;1.0;11.85;11.85;70.63;1.01;2.12;0.0;0.0;5;5;9.25
94.42;606.46;0.3;0.0;1.0;11.96;11.96;71.79;0.83;1.95;0.0;0.0;5;5;9.5
96.32;649.49;0.11;0.0;1.0;12.07;12.07;71.96;0.74;1.69;0.0;0.0;5;5;9.75
98.51;690.81;0.0;0.0;1.0;12.16;12.16;72.09;0.65;1.39;0.0;0.0;5;5;10.0
114.42;751.09;0.0;0.0;1.0;12.25;12.25;72.53;0.49;1.12;0.0;0.0;5;5;10.25
140.41;789.77;0.0;0.0;1.0;12.35;12.35;72.5;0.36;0.87;0.0;0.0;5;5;10.5
172.88;826.18;0.0;0.0;0.98;12.53;12.53;71.53;0.35;0.75;0.0;0.0;5;5;10.75
211.03;860.59;0.0;0.0;0.95;12.74;12.74;69.68;0.39;0.67;0.0;0.0;5;5;11.0
431.62;908.99;0.0;0.0;0.5;13.17;13.17;67.55;0.37;0.56;0.0;0.0;5;5;11.25
600.93;938.76;0.0;0.0;0.18;13.71;13.71;64.93;0.33;0.5;0.0;0.0;5;5;11.5
697.45;966.07;0.0;0.0;0.02;14.12;14.12;61.95;0.34;0.47;0.0;0.0;5;5;11.75
730.28;991.24;0.0;0.0;0.0;14.49;14.49;60.05;0.26;0.36;0.0;0.0;5;5;12.0
754.84;1024.46;0.0;0.0;0.01;14.83;14.83;58.09;0.23;0.33;0.0;0.0;5;5;12.25
735.21;1043.27;0.0;0.0;0.08;14.96;14.96;56.83;0.25;0.34;0.0;0.0;5;5;12.5
730.4;1059.63;0.0;0.0;0.11;15.23;15.23;56.94;0.31;0.4;0.03;0.0;5;5;12.75
738.56;1073.83;0.0;0.0;0.12;15.25;15.25;59.13;0.61;0.75;0.05;0.0;5;5;13.0
742.58;1089.61;0.02;0.01;0.13;15.28;15.28;63.05;1.01;1.22;0.12;0.0;5;5;13.25
780.56;1096.2;0.05;0.01;0.06;15.33;15.33;68.65;1.41;1.77;0.12;0.0;5;5;13.5
801.63;1100.48;0.04;0.01;0.03;15.31;15.31;74.85;1.76;2.34;0.21;0.0;5;5;13.75
807.89;1102.75;0.0;0.0;0.03;15.17;15.17;81.13;2.05;2.88;0.17;0.0;5;5;14.0
773.84;1100.01;0.08;0.02;0.07;14.96;14.96;86.34;2.31;3.41;0.23;0.0;5;5;14.25
773.9;1093.92;0.07;0.02;0.06;14.74;14.74;89.29;2.42;3.69;0.16;0.0;5;5;14.5
777.78;1085.84;0.05;0.01;0.05;14.59;14.59;90.13;2.32;3.6;0.22;0.0;5;5;14.75
784.99;1076.01;0.0;0.0;0.03;14.6;14.6;89.47;2.13;3.3;0.11;0.0;5;5;15.0
766.15;1054.94;0.08;0.01;0.0;14.69;14.69;88.64;2.0;3.08;0.15;0.0;5;5;15.25
749.95;1036.59;0.09;0.02;0.0;14.79;14.79;88.5;1.95;2.98;0.1;0.0;5;5;15.5
737.86;1016.7;0.06;0.01;0.0;14.83;14.83;89.01;1.94;2.95;0.16;0.0;5;5;15.75
729.39;995.46;0.0;0.0;0.0;14.86;14.86;89.68;1.96;2.97;0.11;0.0;5;5;16.0
680.06;957.49;0.07;0.02;0.01;14.87;14.87;89.96;1.95;2.97;0.17;0.0;5;5;16.25
652.53;928.12;0.07;0.02;0.01;14.9;14.9;89.96;1.92;2.95;0.11;0.0;5;5;16.5
631.49;897.77;0.05;0.01;0.01;14.93;14.93;89.73;1.94;2.99;0.14;0.0;5;5;16.75
616.14;866.56;0.0;0.0;0.0;14.97;14.97;89.47;1.99;3.09;0.09;0.0;5;5;17.0
556.53;814.29;0.08;0.02;0.01;14.96;14.96;89.1;2.02;3.17;0.14;0.0;5;5;17.25
533.17;775.91;0.02;0.01;0.0;14.94;14.94;88.7;2.02;3.2;0.08;0.0;5;5;17.5
504.74;737.17;0.0;0.0;0.0;14.94;14.94;88.58;2.04;3.28;0.16;0.0;5;5;17.75
471.87;698.12;0.0;0.0;0.0;14.89;14.89;88.94;2.04;3.33;0.08;0.0;5;5;18.0
405.75;635.1;0.1;0.01;0.01;14.83;14.83;89.5;2.04;3.35;0.11;0.0;5;5;18.25
376.98;590.32;0.03;0.0;0.0;14.75;14.75;90.37;2.06;3.41;0.07;0.0;5;5;18.5
343.98;545.84;0.0;0.0;0.0;14.66;14.66;91.1;2.06;3.44;0.12;0.0;5;5;18.75
307.26;501.6;0.0;0.0;0.0;14.54;14.54;91.59;2.06;3.48;0.08;0.0;5;5;19.0
242.41;432.13;0.1;0.01;0.0;14.4;14.4;91.74;2.06;3.51;0.11;0.0;5;5;19.25
212.27;384.01;0.03;0.0;0.0;14.28;14.28;91.85;2.05;3.56;0.07;0.0;5;5;19.5
180.85;336.81;0.0;0.0;0.0;14.17;14.17;91.97;2.07;3.65;0.1;0.0;5;5;19.75
148.32;290.4;0.0;0.0;0.0;14.01;14.01;92.12;2.1;3.8;0.06;0.0;5;5;20.0
98.77;219.22;0.05;0.01;0.0;13.85;13.85;92.47;2.1;3.96;0.05;0.0;5;5;20.25
70.55;171.03;0.01;0.0;0.0;13.69;13.69;92.87;2.07;4.1;0.03;0.0;5;5;20.5
44.87;124.32;0.0;0.0;0.0;13.49;13.49;93.46;2.04;4.29;0.05;0.0;5;5;20.75
21.4;78.92;0.0;0.0;0.0;13.24;13.24;94.06;2.05;4.51;0.03;0.0;5;5;21.0
1.01;10.87;0.02;0.01;0.0;13.0;13.0;94.8;2.05;4.61;0.05;0.0;5;5;21.25
0.32;3.46;0.01;0.0;0.0;12.7;12.7;95.83;1.95;4.55;0.03;0.0;5;5;21.5
0.0;0.0;0.0;0.0;0.0;12.32;12.32;97.09;1.97;4.64;0.05;0.0;5;5;21.75
0.0;0.0;0.0;0.0;0.0;12.19;12.19;97.04;2.06;4.95;0.03;0.0;5;5;22.0
0.0;0.0;0.03;0.01;0.0;12.28;12.28;96.44;2.05;5.08;0.05;0.0;5;5;22.25
0.0;0.0;0.03;0.01;0.0;12.19;12.19;96.67;2.07;4.89;0.04;0.0;5;5;22.5
