YYYY	MM	DD	HH	MIN	SWD	SWDtop	CU	CM	CD	TT2M	ST	RH2m	WS10m	WS100m	PREC	SNOW
2022.	12.	27.	0.	15.	0.00	0.00	0.00	0.00	1.00	4.06	4.06	94.70	3.87	7.53	0.00	0.00
2022.	12.	27.	0.	30.	0.00	0.00	0.00	0.00	1.00	4.20	4.20	94.82	3.94	7.56	0.00	0.00
2022.	12.	27.	0.	45.	0.00	0.00	0.00	0.00	1.00	4.38	4.38	94.35	4.33	8.23	0.00	0.00
2022.	12.	27.	1.	0.	0.00	0.00	0.00	0.00	1.00	4.47	4.47	94.13	4.39	8.31	0.00	0.00
2022.	12.	27.	1.	15.	0.00	0.00	0.00	0.00	0.18	4.27	4.27	94.94	4.12	7.87	0.00	0.00
2022.	12.	27.	1.	30.	0.00	0.00	0.00	0.00	0.18	4.00	4.00	96.11	3.78	7.31	0.00	0.00
2022.	12.	27.	1.	45.	0.00	0.00	0.00	0.00	0.18	3.96	3.96	96.06	3.69	7.21	0.00	0.00
2022.	12.	27.	2.	0.	0.00	0.00	0.00	0.00	0.18	4.07	4.07	95.32	4.02	7.85	0.00	0.00
2022.	12.	27.	2.	15.	0.00	0.00	0.00	0.00	0.01	4.15	4.15	94.68	4.15	8.08	0.00	0.00
2022.	12.	27.	2.	30.	0.00	0.00	0.00	0.00	0.01	4.11	4.11	94.38	4.14	8.05	0.00	0.00
2022.	12.	27.	2.	45.	0.00	0.00	0.00	0.00	0.01	4.01	4.01	94.56	4.17	8.11	0.00	0.00
2022.	12.	27.	3.	0.	0.00	0.00	0.00	0.00	0.01	3.90	3.90	94.87	4.27	8.25	0.00	0.00
2022.	12.	27.	3.	15.	0.00	0.00	0.00	0.00	0.00	3.80	3.80	95.03	4.33	8.35	0.00	0.00
2022.	12.	27.	3.	30.	0.00	0.00	0.00	0.00	0.00	3.76	3.76	95.07	4.26	8.25	0.00	0.00
2022.	12.	27.	3.	45.	0.00	0.00	0.00	0.00	0.00	3.72	3.72	95.29	4.20	8.14	0.00	0.00
2022.	12.	27.	4.	0.	0.00	0.00	0.00	0.00	0.00	3.70	3.70	95.38	4.18	8.10	0.00	0.00
2022.	12.	27.	4.	15.	0.00	0.00	0.00	0.00	0.06	3.69	3.69	95.36	4.17	8.08	0.00	0.00
2022.	12.	27.	4.	30.	0.00	0.00	0.00	0.00	0.06	3.67	3.67	95.11	4.21	8.12	0.00	0.00
2022.	12.	27.	4.	45.	0.00	0.00	0.00	0.00	0.06	3.60	3.60	94.95	4.25	8.15	0.00	0.00
2022.	12.	27.	5.	0.	0.00	0.00	0.00	0.00	0.06	3.46	3.46	95.10	4.27	8.18	0.00	0.00
2022.	12.	27.	5.	15.	0.00	0.00	0.00	0.00	0.10	3.34	3.34	95.34	4.23	8.11	0.00	0.00
2022.	12.	27.	5.	30.	0.00	0.00	0.00	0.00	0.10	3.24	3.24	95.44	4.22	8.04	0.00	0.00
2022.	12.	27.	5.	45.	0.00	0.00	0.00	0.00	0.10	3.17	3.17	95.53	4.22	8.03	0.00	0.00
2022.	12.	27.	6.	0.	0.00	0.00	0.00	0.00	0.10	3.11	3.11	95.56	4.23	8.04	0.00	0.00
2022.	12.	27.	6.	15.	0.00	0.00	0.00	0.00	0.35	3.11	3.11	95.39	4.24	8.05	0.00	0.00
2022.	12.	27.	6.	30.	0.00	0.00	0.00	0.00	0.35	3.11	3.11	95.29	4.32	8.15	0.00	0.00
2022.	12.	27.	6.	45.	0.00	0.00	0.00	0.00	0.35	3.12	3.12	95.28	4.35	8.20	0.00	0.00
2022.	12.	27.	7.	0.	0.00	0.00	0.00	0.00	0.35	3.15	3.15	95.35	4.43	8.35	0.00	0.00
2022.	12.	27.	7.	15.	0.00	0.00	0.00	0.00	0.56	3.24	3.24	95.36	4.46	8.40	0.00	0.00
2022.	12.	27.	7.	30.	0.00	0.00	0.00	0.00	0.56	3.33	3.33	95.38	4.48	8.43	0.00	0.00
2022.	12.	27.	7.	45.	0.00	0.00	0.00	0.00	0.56	3.41	3.41	95.42	4.45	8.39	0.00	0.00
2022.	12.	27.	8.	0.	0.00	0.00	0.00	0.00	0.56	3.45	3.45	95.67	4.38	8.29	0.00	0.00
2022.	12.	27.	8.	15.	4.42	48.98	0.01	0.00	0.69	3.52	3.52	95.55	4.39	8.34	0.00	0.00
2022.	12.	27.	8.	30.	4.42	48.98	0.01	0.00	0.69	3.57	3.57	95.50	4.33	8.29	0.00	0.00
2022.	12.	27.	8.	45.	19.15	86.66	0.02	0.00	0.57	3.60	3.60	95.64	4.29	8.26	0.00	0.00
2022.	12.	27.	9.	0.	46.78	157.31	0.03	0.00	0.36	3.75	3.75	95.40	4.21	8.09	0.00	0.00
2022.	12.	27.	9.	15.	22.83	204.96	0.07	0.00	1.00	3.91	3.91	95.53	4.23	8.08	0.00	0.00
2022.	12.	27.	9.	30.	29.01	234.14	0.09	0.00	1.00	4.05	4.05	95.35	4.24	7.98	0.00	0.00
2022.	12.	27.	9.	45.	35.21	260.86	0.10	0.00	1.00	4.14	4.14	95.11	4.29	7.98	0.00	0.00
2022.	12.	27.	10.	0.	41.41	285.41	0.11	0.00	1.00	4.19	4.19	94.87	4.26	7.88	0.00	0.00
2022.	12.	27.	10.	15.	39.45	317.61	0.11	0.00	1.00	4.23	4.23	94.54	4.32	7.92	0.00	0.00
2022.	12.	27.	10.	30.	33.42	335.67	0.10	0.00	1.00	4.29	4.29	94.29	4.16	7.66	0.00	0.00
2022.	12.	27.	10.	45.	30.80	351.27	0.09	0.00	1.00	4.32	4.32	94.23	4.04	7.40	0.00	0.00
2022.	12.	27.	11.	0.	31.15	364.70	0.08	0.00	1.00	4.35	4.35	94.20	3.92	7.19	0.00	0.00
2022.	12.	27.	11.	15.	32.65	379.25	0.07	0.00	1.00	4.38	4.38	94.08	3.87	7.08	0.00	0.00
2022.	12.	27.	11.	30.	34.88	384.97	0.07	0.00	1.00	4.43	4.43	93.94	3.90	7.13	0.00	0.00
2022.	12.	27.	11.	45.	42.43	388.38	0.07	0.00	1.00	4.56	4.56	93.57	3.92	7.20	0.00	0.00
2022.	12.	27.	12.	0.	54.64	389.79	0.08	0.00	1.00	4.73	4.73	93.27	4.03	7.39	0.00	0.00
2022.	12.	27.	12.	15.	183.16	385.69	0.07	0.00	0.22	4.92	4.92	93.18	4.09	7.48	0.00	0.00
2022.	12.	27.	12.	30.	185.75	378.67	0.06	0.00	0.18	5.03	5.03	93.18	4.07	7.42	0.00	0.00
2022.	12.	27.	12.	45.	188.63	369.67	0.05	0.00	0.12	5.08	5.08	93.30	4.01	7.27	0.00	0.00
2022.	12.	27.	13.	0.	191.76	358.95	0.04	0.00	0.05	5.09	5.09	93.53	4.00	7.21	0.00	0.00
2022.	12.	27.	13.	15.	168.63	336.49	0.03	0.00	0.12	5.08	5.08	93.69	3.92	7.09	0.00	0.00
2022.	12.	27.	13.	30.	151.66	317.20	0.03	0.00	0.17	5.10	5.10	93.77	3.80	6.91	0.00	0.00
2022.	12.	27.	13.	45.	134.26	296.40	0.03	0.00	0.22	5.12	5.12	93.83	3.73	6.81	0.00	0.00
2022.	12.	27.	14.	0.	116.48	274.29	0.03	0.00	0.27	5.13	5.13	93.80	3.73	6.84	0.00	0.00
2022.	12.	27.	14.	15.	93.17	235.00	0.03	0.00	0.28	5.13	5.13	93.68	3.80	7.00	0.00	0.00
2022.	12.	27.	14.	30.	77.53	204.76	0.02	0.00	0.26	5.08	5.08	93.62	3.90	7.22	0.00	0.00
2022.	12.	27.	14.	45.	61.55	173.58	0.01	0.00	0.26	4.97	4.97	93.67	4.01	7.46	0.00	0.00
2022.	12.	27.	15.	0.	45.28	141.57	0.00	0.00	0.25	4.83	4.83	93.74	4.08	7.64	0.00	0.00
2022.	12.	27.	15.	15.	21.67	88.14	0.00	0.00	0.25	4.68	4.68	93.79	4.13	7.75	0.00	0.00
2022.	12.	27.	15.	30.	21.67	88.14	0.00	0.00	0.25	4.55	4.55	93.78	4.19	7.88	0.00	0.00
2022.	12.	27.	15.	45.	0.00	0.71	0.00	0.00	0.18	4.38	4.38	93.74	4.24	8.01	0.00	0.00
2022.	12.	27.	16.	0.	0.00	0.71	0.00	0.00	0.18	4.22	4.22	93.71	4.21	8.05	0.00	0.00
2022.	12.	27.	16.	15.	0.00	0.00	0.00	0.00	0.01	4.07	4.07	93.76	4.16	8.03	0.00	0.00
2022.	12.	27.	16.	30.	0.00	0.00	0.00	0.00	0.01	3.92	3.92	93.82	4.08	7.97	0.00	0.00
2022.	12.	27.	16.	45.	0.00	0.00	0.00	0.00	0.01	3.79	3.79	93.85	3.98	7.87	0.00	0.00
2022.	12.	27.	17.	0.	0.00	0.00	0.00	0.00	0.01	3.71	3.71	93.78	3.95	7.85	0.00	0.00
2022.	12.	27.	17.	15.	0.00	0.00	0.00	0.00	0.00	3.63	3.63	93.73	3.98	7.92	0.00	0.00
2022.	12.	27.	17.	30.	0.00	0.00	0.00	0.00	0.00	3.57	3.57	93.71	4.01	8.01	0.00	0.00
2022.	12.	27.	17.	45.	0.00	0.00	0.00	0.00	0.00	3.54	3.54	93.70	4.03	8.05	0.00	0.00
2022.	12.	27.	18.	0.	0.00	0.00	0.00	0.00	0.00	3.51	3.51	93.76	4.04	8.07	0.00	0.00
2022.	12.	27.	18.	15.	0.00	0.00	0.00	0.00	0.00	3.49	3.49	93.89	4.04	8.08	0.00	0.00
2022.	12.	27.	18.	30.	0.00	0.00	0.00	0.00	0.00	3.47	3.47	94.08	4.10	8.20	0.00	0.00
2022.	12.	27.	18.	45.	0.00	0.00	0.00	0.00	0.00	3.47	3.47	94.19	4.20	8.36	0.00	0.00
2022.	12.	27.	19.	0.	0.00	0.00	0.00	0.00	0.00	3.48	3.48	94.34	4.32	8.54	0.00	0.00
2022.	12.	27.	19.	15.	0.00	0.00	0.00	0.00	0.00	3.49	3.49	94.51	4.44	8.74	0.00	0.00
2022.	12.	27.	19.	30.	0.00	0.00	0.00	0.00	0.00	3.50	3.50	94.65	4.59	8.97	0.00	0.00
2022.	12.	27.	19.	45.	0.00	0.00	0.00	0.00	0.00	3.52	3.52	94.75	4.72	9.20	0.00	0.00
2022.	12.	27.	20.	0.	0.00	0.00	0.00	0.00	0.00	3.54	3.54	94.79	4.81	9.35	0.00	0.00
2022.	12.	27.	20.	15.	0.00	0.00	0.00	0.00	0.00	3.54	3.54	94.91	4.87	9.44	0.00	0.00
2022.	12.	27.	20.	30.	0.00	0.00	0.00	0.00	0.00	3.54	3.54	95.01	4.89	9.47	0.00	0.00
2022.	12.	27.	20.	45.	0.00	0.00	0.00	0.00	0.00	3.53	3.53	95.11	4.90	9.46	0.00	0.00
2022.	12.	27.	21.	0.	0.00	0.00	0.00	0.00	0.00	3.52	3.52	95.35	4.87	9.41	0.00	0.00
2022.	12.	27.	21.	15.	0.00	0.00	0.00	0.00	0.00	3.49	3.49	95.65	4.82	9.32	0.00	0.00
2022.	12.	27.	21.	30.	0.00	0.00	0.00	0.00	0.00	3.47	3.47	95.87	4.76	9.23	0.00	0.00
2022.	12.	27.	21.	45.	0.00	0.00	0.00	0.00	0.00	3.47	3.47	96.01	4.74	9.20	0.00	0.00
2022.	12.	27.	22.	0.	0.00	0.00	0.00	0.00	0.00	3.48	3.48	96.09	4.75	9.22	0.00	0.00
2022.	12.	27.	22.	15.	0.00	0.00	0.02	0.00	0.01	3.50	3.50	96.05	4.76	9.25	0.00	0.00
2022.	12.	27.	22.	30.	0.00	0.00	0.02	0.00	0.01	3.53	3.53	95.94	4.79	9.30	0.00	0.00
2022.	12.	27.	22.	45.	0.00	0.00	0.02	0.00	0.01	3.56	3.56	95.80	4.82	9.36	0.00	0.00
2022.	12.	27.	23.	0.	0.00	0.00	0.02	0.00	0.01	3.58	3.58	95.64	4.85	9.43	0.00	0.00
2022.	12.	27.	23.	15.	0.00	0.00	1.00	1.00	0.04	3.72	3.72	95.11	4.92	9.52	0.00	0.00
2022.	12.	27.	23.	30.	0.00	0.00	1.00	1.00	0.04	3.86	3.86	94.62	5.02	9.64	0.00	0.00
