YYYY	MM	DD	HH	MIN	SWD	SWDtop	CU	CM	CD	TT2M	ST	RH2m	WS10m	WS100m	PREC	SNOW
2022.	7.	23.	0.	15.	0.00	0.00	0.16	1.00	0.19	17.00	17.00	82.73	1.92	4.45	0.04	0.00
2022.	7.	23.	0.	30.	0.00	0.00	0.18	1.00	0.74	16.89	16.89	83.95	2.01	4.43	0.02	0.00
2022.	7.	23.	0.	45.	0.00	0.00	0.20	1.00	1.00	16.82	16.82	85.03	2.17	4.67	0.03	0.00
2022.	7.	23.	1.	0.	0.00	0.00	0.20	1.00	1.00	16.72	16.72	85.86	2.30	4.71	0.01	0.00
2022.	7.	23.	1.	15.	0.00	0.00	0.01	0.01	0.00	16.34	16.34	87.40	2.48	4.88	0.01	0.00
2022.	7.	23.	1.	30.	0.00	0.00	0.01	0.01	0.00	15.93	15.93	88.83	2.48	4.96	0.02	0.00
2022.	7.	23.	1.	45.	0.00	0.00	0.01	0.01	0.00	15.63	15.63	89.61	2.54	5.08	0.01	0.00
2022.	7.	23.	2.	0.	0.00	0.00	0.01	0.01	0.00	15.37	15.37	90.18	2.61	5.21	0.01	0.00
2022.	7.	23.	2.	15.	0.00	0.00	0.01	0.24	0.00	15.18	15.18	90.68	2.54	5.06	0.00	0.00
2022.	7.	23.	2.	30.	0.00	0.00	0.01	0.24	0.00	15.03	15.03	91.27	2.35	4.69	0.00	0.00
2022.	7.	23.	2.	45.	0.00	0.00	0.01	0.24	0.00	14.91	14.91	91.91	2.43	4.84	0.00	0.00
2022.	7.	23.	3.	0.	0.00	0.00	0.01	0.24	0.00	14.82	14.82	92.59	2.52	5.04	0.00	0.00
2022.	7.	23.	3.	15.	0.00	0.00	0.00	0.02	0.00	14.64	14.64	93.66	2.24	4.59	0.01	0.00
2022.	7.	23.	3.	30.	0.00	0.00	0.00	0.02	0.00	14.46	14.46	94.50	1.69	3.85	0.00	0.00
2022.	7.	23.	3.	45.	0.00	0.00	0.00	0.02	0.00	14.27	14.27	95.12	1.37	3.51	0.00	0.00
2022.	7.	23.	4.	0.	0.00	0.00	0.00	0.02	0.00	14.21	14.21	95.02	1.48	3.54	0.00	0.00
2022.	7.	23.	4.	15.	8.22	45.55	0.00	0.00	0.00	14.28	14.28	95.00	1.56	3.87	0.00	0.00
2022.	7.	23.	4.	30.	8.22	45.55	0.00	0.00	0.00	14.32	14.32	94.99	1.63	4.19	0.00	0.00
2022.	7.	23.	4.	45.	21.27	90.90	0.00	0.15	0.00	14.41	14.41	94.98	1.98	4.85	0.00	0.00
2022.	7.	23.	5.	0.	45.75	175.92	0.00	0.44	0.00	14.59	14.59	95.10	1.62	4.30	0.00	0.00
2022.	7.	23.	5.	15.	104.23	243.37	0.00	0.10	0.00	14.79	14.79	95.06	1.05	2.44	0.00	0.00
2022.	7.	23.	5.	30.	142.23	289.91	0.00	0.03	0.00	15.05	15.05	94.65	1.32	1.93	0.00	0.00
2022.	7.	23.	5.	45.	176.64	335.49	0.00	0.00	0.00	15.27	15.27	94.23	1.18	2.15	0.00	0.00
2022.	7.	23.	6.	0.	207.93	380.21	0.00	0.00	0.00	15.65	15.65	93.04	1.26	2.53	0.00	0.00
2022.	7.	23.	6.	15.	256.93	448.56	0.00	0.00	0.00	16.08	16.08	91.63	1.30	2.58	0.00	0.00
2022.	7.	23.	6.	30.	294.22	494.66	0.00	0.00	0.00	16.53	16.53	90.05	1.20	2.28	0.00	0.00
2022.	7.	23.	6.	45.	330.76	539.26	0.00	0.00	0.00	16.90	16.90	87.40	1.29	1.95	0.00	0.00
2022.	7.	23.	7.	0.	366.65	582.54	0.00	0.00	0.00	17.29	17.29	85.25	1.16	1.65	0.00	0.00
2022.	7.	23.	7.	15.	421.30	647.15	0.00	0.00	0.00	17.78	17.78	82.90	1.04	1.43	0.00	0.00
2022.	7.	23.	7.	30.	457.71	689.67	0.00	0.00	0.00	18.29	18.29	80.26	0.98	1.31	0.00	0.00
2022.	7.	23.	7.	45.	492.56	730.25	0.00	0.00	0.00	18.64	18.64	77.54	0.96	1.24	0.00	0.00
2022.	7.	23.	8.	0.	526.03	769.14	0.00	0.00	0.00	18.99	18.99	74.92	0.90	1.12	0.00	0.00
2022.	7.	23.	8.	15.	574.45	825.60	0.00	0.00	0.00	19.47	19.47	72.60	0.84	1.04	0.00	0.00
2022.	7.	23.	8.	30.	605.57	861.64	0.00	0.00	0.00	19.99	19.99	69.95	0.83	1.04	0.00	0.00
2022.	7.	23.	8.	45.	634.76	895.44	0.00	0.00	0.00	20.28	20.28	67.44	0.83	0.99	0.00	0.00
2022.	7.	23.	9.	0.	662.25	927.29	0.00	0.00	0.00	20.46	20.46	65.46	0.86	1.02	0.00	0.00
2022.	7.	23.	9.	15.	700.58	971.75	0.00	0.00	0.00	20.93	20.93	63.57	1.00	1.22	0.00	0.00
2022.	7.	23.	9.	30.	724.19	998.85	0.00	0.00	0.00	21.47	21.47	61.72	1.20	1.49	0.00	0.00
2022.	7.	23.	9.	45.	745.68	1023.57	0.00	0.00	0.00	21.92	21.92	59.65	1.44	1.78	0.00	0.00
2022.	7.	23.	10.	0.	765.31	1046.21	0.00	0.00	0.00	22.11	22.11	57.86	1.65	2.01	0.00	0.00
2022.	7.	23.	10.	15.	790.51	1075.64	0.00	0.00	0.00	22.39	22.39	56.46	1.87	2.36	0.00	0.00
2022.	7.	23.	10.	30.	804.29	1091.95	0.00	0.00	0.00	22.77	22.77	55.09	2.10	2.75	0.00	0.00
2022.	7.	23.	10.	45.	816.08	1105.91	0.00	0.00	0.00	23.08	23.08	53.87	2.28	3.04	0.00	0.00
2022.	7.	23.	11.	0.	826.12	1117.80	0.00	0.00	0.00	23.23	23.23	52.97	2.36	3.15	0.00	0.00
2022.	7.	23.	11.	15.	836.51	1130.20	0.00	0.00	0.00	23.29	23.29	52.28	2.37	3.15	0.00	0.00
2022.	7.	23.	11.	30.	840.20	1134.61	0.00	0.00	0.00	23.37	23.37	51.33	2.35	3.13	0.00	0.00
2022.	7.	23.	11.	45.	842.06	1136.84	0.00	0.00	0.00	23.50	23.50	50.03	2.37	3.16	0.00	0.00
2022.	7.	23.	12.	0.	842.33	1137.17	0.00	0.00	0.00	23.64	23.64	48.65	2.41	3.21	0.00	0.00
2022.	7.	23.	12.	15.	838.20	1131.69	0.00	0.00	0.00	23.75	23.75	47.51	2.43	3.24	0.00	0.00
2022.	7.	23.	12.	30.	831.49	1123.91	0.00	0.00	0.00	23.82	23.82	46.74	2.42	3.22	0.00	0.00
2022.	7.	23.	12.	45.	823.24	1114.27	0.00	0.00	0.00	23.87	23.87	46.26	2.40	3.20	0.00	0.00
2022.	7.	23.	13.	0.	813.64	1103.01	0.00	0.00	0.00	23.93	23.93	45.99	2.37	3.17	0.00	0.00
2022.	7.	23.	13.	15.	792.92	1080.02	0.00	0.00	0.00	23.99	23.99	45.78	2.33	3.11	0.00	0.00
2022.	7.	23.	13.	30.	775.14	1060.57	0.00	0.00	0.00	24.06	24.06	45.63	2.28	3.04	0.00	0.00
2022.	7.	23.	13.	45.	757.14	1039.72	0.00	0.00	0.00	24.14	24.14	45.40	2.25	3.01	0.00	0.00
2022.	7.	23.	14.	0.	738.95	1017.64	0.00	0.00	0.00	24.23	24.23	45.14	2.26	3.02	0.00	0.00
2022.	7.	23.	14.	15.	704.61	978.72	0.00	0.00	0.00	24.27	24.27	45.05	2.26	3.02	0.00	0.00
2022.	7.	23.	14.	30.	679.21	948.93	0.00	0.00	0.00	24.27	24.27	45.11	2.24	2.99	0.00	0.00
2022.	7.	23.	14.	45.	652.98	918.28	0.00	0.00	0.00	24.20	24.20	45.34	2.11	2.83	0.00	0.00
2022.	7.	23.	15.	0.	626.04	886.89	0.00	0.00	0.00	24.13	24.13	45.56	1.95	2.60	0.00	0.00
2022.	7.	23.	15.	15.	581.11	834.68	0.00	0.00	0.00	24.10	24.10	45.64	1.88	2.51	0.00	0.00
2022.	7.	23.	15.	30.	548.03	796.58	0.00	0.00	0.00	24.15	24.15	45.47	1.97	2.69	0.00	0.00
2022.	7.	23.	15.	45.	507.81	758.23	0.00	0.00	0.02	24.20	24.20	45.24	2.06	2.87	0.00	0.00
2022.	7.	23.	16.	0.	461.34	719.66	0.00	0.00	0.05	24.17	24.17	45.34	2.08	2.94	0.00	0.00
2022.	7.	23.	16.	15.	418.85	657.72	0.00	0.00	0.03	24.07	24.07	45.43	1.99	2.82	0.00	0.00
2022.	7.	23.	16.	30.	389.90	613.91	0.00	0.00	0.01	24.00	24.00	45.45	1.97	2.77	0.00	0.00
2022.	7.	23.	16.	45.	357.55	570.46	0.00	0.00	0.00	24.02	24.02	45.40	2.13	3.06	0.00	0.00
2022.	7.	23.	17.	0.	322.21	527.35	0.00	0.00	0.00	23.97	23.97	45.66	2.33	3.46	0.00	0.00
2022.	7.	23.	17.	15.	267.51	459.91	0.00	0.00	0.00	23.78	23.78	46.29	2.34	3.55	0.00	0.00
2022.	7.	23.	17.	30.	233.45	413.36	0.00	0.00	0.00	23.57	23.57	46.87	2.18	3.34	0.00	0.00
2022.	7.	23.	17.	45.	200.83	367.79	0.00	0.00	0.00	23.41	23.41	47.37	2.08	3.24	0.00	0.00
2022.	7.	23.	18.	0.	169.48	323.07	0.00	0.00	0.00	23.23	23.23	48.05	2.09	3.35	0.00	0.00
2022.	7.	23.	18.	15.	123.14	254.71	0.00	0.00	0.00	23.00	23.00	48.83	2.08	3.45	0.00	0.00
2022.	7.	23.	18.	30.	93.52	208.61	0.00	0.00	0.00	22.72	22.72	49.66	1.98	3.37	0.00	0.00
2022.	7.	23.	18.	45.	66.34	164.01	0.00	0.00	0.00	22.12	22.12	52.07	1.85	3.24	0.00	0.00
2022.	7.	23.	19.	0.	41.29	120.73	0.00	0.00	0.00	21.59	21.59	53.85	1.79	3.15	0.00	0.00
2022.	7.	23.	19.	15.	11.87	56.12	0.00	0.00	0.00	21.66	21.66	53.47	1.70	3.10	0.00	0.00
2022.	7.	23.	19.	30.	11.87	56.12	0.00	0.00	0.00	21.58	21.58	53.52	1.74	3.11	0.00	0.00
2022.	7.	23.	19.	45.	0.00	0.00	0.00	0.00	0.00	21.54	21.54	53.49	1.71	3.19	0.00	0.00
2022.	7.	23.	20.	0.	0.00	0.00	0.00	0.00	0.00	21.39	21.39	53.79	1.70	3.37	0.00	0.00
2022.	7.	23.	20.	15.	0.00	0.00	0.00	0.00	0.00	21.16	21.16	54.45	1.70	3.49	0.00	0.00
2022.	7.	23.	20.	30.	0.00	0.00	0.00	0.00	0.00	20.79	20.79	55.55	1.68	3.40	0.00	0.00
2022.	7.	23.	20.	45.	0.00	0.00	0.00	0.00	0.00	20.60	20.60	56.06	1.45	3.06	0.00	0.00
2022.	7.	23.	21.	0.	0.00	0.00	0.00	0.00	0.00	20.52	20.52	56.25	1.14	2.62	0.00	0.00
2022.	7.	23.	21.	15.	0.00	0.00	0.00	0.00	0.00	20.44	20.44	56.44	0.89	2.19	0.00	0.00
2022.	7.	23.	21.	30.	0.00	0.00	0.00	0.00	0.00	20.34	20.34	56.66	0.75	1.79	0.00	0.00
2022.	7.	23.	21.	45.	0.00	0.00	0.00	0.00	0.00	20.08	20.08	57.34	0.82	1.47	0.00	0.00
2022.	7.	23.	22.	0.	0.00	0.00	0.00	0.00	0.00	19.59	19.59	58.84	1.06	1.20	0.00	0.00
2022.	7.	23.	22.	15.	0.00	0.00	0.00	0.00	0.00	19.17	19.17	60.16	1.28	0.97	0.00	0.00
2022.	7.	23.	22.	30.	0.00	0.00	0.00	0.00	0.00	18.95	18.95	60.77	1.32	0.77	0.00	0.00
2022.	7.	23.	22.	45.	0.00	0.00	0.00	0.00	0.00	18.85	18.85	61.10	1.03	0.64	0.00	0.00
2022.	7.	23.	23.	0.	0.00	0.00	0.00	0.00	0.00	18.92	18.92	60.92	0.43	0.79	0.00	0.00
2022.	7.	23.	23.	15.	0.00	0.00	0.00	0.00	0.00	19.08	19.08	60.43	0.25	1.25	0.00	0.00
2022.	7.	23.	23.	30.	0.00	0.00	0.00	0.00	0.00	19.09	19.09	60.40	0.62	1.63	0.00	0.00
2022.	7.	23.	23.	45.	0.00	0.00	0.00	0.00	0.00	19.03	19.03	60.42	1.00	1.69	0.00	0.00
2022.	7.	24.	0.	0.	0.00	0.00	0.00	0.00	0.00	18.56	18.56	61.66	1.90	1.64	0.00	0.00
2022.	7.	24.	0.	15.	0.00	0.00	0.00	0.00	0.00	17.64	17.64	64.75	2.55	1.83	0.00	0.00
2022.	7.	24.	0.	30.	0.00	0.00	0.00	0.00	0.00	17.04	17.04	66.96	2.51	2.07	0.00	0.00
2022.	7.	24.	0.	45.	0.00	0.00	0.00	0.00	0.00	16.89	16.89	67.56	2.41	2.23	0.00	0.00
2022.	7.	24.	1.	0.	0.00	0.00	0.00	0.00	0.00	16.93	16.93	67.36	2.47	2.40	0.00	0.00
2022.	7.	24.	1.	15.	0.00	0.00	0.00	0.00	0.00	16.79	16.79	67.76	2.64	2.62	0.00	0.00
2022.	7.	24.	1.	30.	0.00	0.00	0.00	0.00	0.00	16.53	16.53	68.83	2.73	2.81	0.00	0.00
2022.	7.	24.	1.	45.	0.00	0.00	0.00	0.00	0.00	16.22	16.22	70.42	2.40	2.86	0.00	0.00
2022.	7.	24.	2.	0.	0.00	0.00	0.00	0.00	0.00	16.32	16.32	70.11	2.35	2.80	0.00	0.00
