YYYY	MM	DD	HH	MIN	SWD	SWDtop	CU	CM	CD	TT2M	ST	RH2m	WS10m	WS100m	PREC	SNOW
2022.	4.	24.	0.	15.	0.00	0.00	1.00	0.00	0.00	12.14	12.14	61.71	3.94	7.09	0.00	0.00
2022.	4.	24.	0.	30.	0.00	0.00	1.00	0.00	0.00	11.99	11.99	62.34	3.91	7.05	0.00	0.00
2022.	4.	24.	0.	45.	0.00	0.00	1.00	0.00	0.00	11.84	11.84	62.91	3.80	6.88	0.00	0.00
2022.	4.	24.	1.	0.	0.00	0.00	1.00	0.00	0.00	11.69	11.69	63.39	3.71	6.75	0.00	0.00
2022.	4.	24.	1.	15.	0.00	0.00	1.00	0.00	0.00	11.53	11.53	63.91	3.66	6.66	0.00	0.00
2022.	4.	24.	1.	30.	0.00	0.00	1.00	0.00	0.00	11.37	11.37	64.41	3.57	6.53	0.00	0.00
2022.	4.	24.	1.	45.	0.00	0.00	1.00	0.00	0.00	11.22	11.22	64.88	3.49	6.39	0.00	0.00
2022.	4.	24.	2.	0.	0.00	0.00	1.00	0.00	0.00	11.07	11.07	65.38	3.42	6.26	0.00	0.00
2022.	4.	24.	2.	15.	0.00	0.00	1.00	0.00	0.00	10.89	10.89	66.02	3.35	6.14	0.00	0.00
2022.	4.	24.	2.	30.	0.00	0.00	1.00	0.00	0.00	10.72	10.72	66.72	3.25	5.99	0.00	0.00
2022.	4.	24.	2.	45.	0.00	0.00	1.00	0.00	0.00	10.56	10.56	67.45	3.15	5.83	0.00	0.00
2022.	4.	24.	3.	0.	0.00	0.00	1.00	0.00	0.00	10.41	10.41	68.18	3.09	5.70	0.00	0.00
2022.	4.	24.	3.	15.	0.00	0.00	0.39	0.00	0.00	10.26	10.26	68.95	3.06	5.63	0.00	0.00
2022.	4.	24.	3.	30.	0.00	0.00	0.39	0.00	0.00	10.12	10.12	69.73	3.10	5.66	0.00	0.00
2022.	4.	24.	3.	45.	0.00	0.00	0.39	0.00	0.00	9.98	9.98	70.58	3.17	5.72	0.00	0.00
2022.	4.	24.	4.	0.	0.00	0.00	0.39	0.00	0.00	9.83	9.83	71.51	3.25	5.81	0.00	0.00
2022.	4.	24.	4.	15.	0.00	0.00	0.66	0.00	0.00	9.66	9.66	72.58	3.26	5.83	0.00	0.00
2022.	4.	24.	4.	30.	0.00	0.00	0.66	0.00	0.00	9.48	9.48	73.63	3.25	5.84	0.00	0.00
2022.	4.	24.	4.	45.	0.00	0.00	0.66	0.00	0.00	9.33	9.33	74.52	3.27	5.88	0.00	0.00
2022.	4.	24.	5.	0.	0.00	0.00	0.66	0.00	0.00	9.18	9.18	75.33	3.30	5.95	0.00	0.00
2022.	4.	24.	5.	15.	24.07	83.92	0.60	0.00	0.00	9.06	9.06	76.45	3.34	6.01	0.00	0.00
2022.	4.	24.	5.	30.	24.07	83.92	0.60	0.00	0.00	8.94	8.94	77.30	3.36	6.00	0.00	0.00
2022.	4.	24.	5.	45.	90.22	205.01	0.44	0.00	0.00	8.90	8.90	78.20	3.35	5.93	0.00	0.00
2022.	4.	24.	6.	0.	105.30	228.73	0.41	0.00	0.00	8.94	8.94	78.30	3.35	5.84	0.00	0.00
2022.	4.	24.	6.	15.	154.81	301.40	0.33	0.00	0.00	9.03	9.03	78.09	3.33	5.79	0.00	0.00
2022.	4.	24.	6.	30.	190.26	350.56	0.27	0.00	0.00	9.17	9.17	77.57	3.34	5.73	0.00	0.00
2022.	4.	24.	6.	45.	226.86	398.20	0.22	0.00	0.00	9.35	9.35	76.86	3.35	5.70	0.00	0.00
2022.	4.	24.	7.	0.	264.48	444.51	0.17	0.00	0.00	9.56	9.56	76.05	3.38	5.69	0.00	0.00
2022.	4.	24.	7.	15.	323.10	513.86	0.11	0.00	0.00	9.77	9.77	75.34	3.40	5.69	0.00	0.00
2022.	4.	24.	7.	30.	362.27	559.66	0.08	0.00	0.00	9.98	9.98	74.69	3.42	5.68	0.00	0.00
2022.	4.	24.	7.	45.	399.89	603.46	0.05	0.00	0.00	10.21	10.21	74.01	3.42	5.64	0.00	0.00
2022.	4.	24.	8.	0.	436.14	645.52	0.03	0.00	0.00	10.49	10.49	73.15	3.39	5.56	0.00	0.00
2022.	4.	24.	8.	15.	489.08	706.82	0.00	0.00	0.00	10.81	10.81	72.18	3.37	5.49	0.00	0.00
2022.	4.	24.	8.	30.	522.92	746.14	0.00	0.00	0.00	11.17	11.17	70.91	3.36	5.44	0.00	0.00
2022.	4.	24.	8.	45.	554.79	783.12	0.00	0.00	0.00	11.56	11.56	69.65	3.37	5.42	0.00	0.00
2022.	4.	24.	9.	0.	584.94	818.06	0.00	0.00	0.00	11.97	11.97	68.32	3.39	5.44	0.00	0.00
2022.	4.	24.	9.	15.	627.46	867.14	0.00	0.00	0.00	12.46	12.46	66.28	3.42	5.48	0.00	0.00
2022.	4.	24.	9.	30.	653.71	897.29	0.00	0.00	0.00	12.96	12.96	64.03	3.46	5.52	0.00	0.00
2022.	4.	24.	9.	45.	677.86	924.93	0.00	0.00	0.00	13.43	13.43	61.52	3.55	5.60	0.00	0.00
2022.	4.	24.	10.	0.	700.18	950.38	0.00	0.00	0.00	13.71	13.71	59.51	3.69	5.74	0.00	0.00
2022.	4.	24.	10.	15.	729.84	983.89	0.00	0.00	0.00	13.93	13.93	58.37	3.77	5.88	0.00	0.00
2022.	4.	24.	10.	30.	746.73	1002.82	0.00	0.00	0.00	14.15	14.15	57.58	3.82	5.97	0.00	0.00
2022.	4.	24.	10.	45.	761.43	1019.24	0.00	0.00	0.00	14.38	14.38	57.00	3.81	5.95	0.00	0.00
2022.	4.	24.	11.	0.	774.19	1033.45	0.00	0.00	0.00	14.67	14.67	56.26	3.81	5.95	0.00	0.00
2022.	4.	24.	11.	15.	788.28	1049.11	0.00	0.00	0.00	15.01	15.01	55.09	3.86	6.04	0.00	0.00
2022.	4.	24.	11.	30.	794.16	1055.53	0.00	0.00	0.00	15.40	15.40	53.58	3.92	6.16	0.00	0.00
2022.	4.	24.	11.	45.	798.01	1059.60	0.00	0.00	0.00	15.80	15.80	51.87	3.96	6.23	0.00	0.00
2022.	4.	24.	12.	0.	800.07	1061.62	0.00	0.00	0.00	16.13	16.13	50.11	3.96	6.17	0.00	0.00
2022.	4.	24.	12.	15.	797.28	1058.36	0.00	0.00	0.00	16.26	16.26	49.00	3.93	6.06	0.00	0.00
2022.	4.	24.	12.	30.	791.18	1051.84	0.00	0.00	0.00	16.40	16.40	48.42	3.92	6.06	0.00	0.00
2022.	4.	24.	12.	45.	783.57	1043.28	0.00	0.00	0.00	16.56	16.56	48.30	3.88	5.99	0.01	0.00
2022.	4.	24.	13.	0.	774.63	1032.96	0.00	0.00	0.00	16.68	16.68	48.97	3.81	5.88	0.02	0.00
2022.	4.	24.	13.	15.	747.44	1011.01	0.01	0.02	0.00	16.83	16.83	49.54	3.80	5.87	0.05	0.00
2022.	4.	24.	13.	30.	735.54	991.98	0.00	0.01	0.00	16.97	16.97	50.06	3.82	5.93	0.04	0.00
2022.	4.	24.	13.	45.	713.83	971.39	0.00	0.00	0.01	17.20	17.20	49.50	3.85	6.05	0.04	0.00
2022.	4.	24.	14.	0.	683.53	949.44	0.00	0.00	0.03	17.43	17.43	48.41	4.03	6.40	0.04	0.00
2022.	4.	24.	14.	15.	648.82	910.28	0.04	0.04	0.02	17.40	17.40	48.17	4.22	6.74	0.07	0.00
2022.	4.	24.	14.	30.	629.97	880.05	0.01	0.02	0.01	17.24	17.24	47.71	4.19	6.65	0.04	0.00
2022.	4.	24.	14.	45.	596.93	848.82	0.00	0.02	0.04	17.20	17.20	46.65	4.10	6.47	0.05	0.00
2022.	4.	24.	15.	0.	551.46	816.73	0.00	0.05	0.10	17.22	17.22	44.15	3.74	5.86	0.01	0.00
2022.	4.	24.	15.	15.	523.23	763.04	0.01	0.02	0.04	17.34	17.34	42.99	3.59	5.61	0.03	0.00
2022.	4.	24.	15.	30.	498.64	723.66	0.00	0.01	0.01	17.40	17.40	43.37	4.22	6.76	0.02	0.00
2022.	4.	24.	15.	45.	401.87	683.93	0.00	0.00	0.21	17.25	17.25	43.02	4.37	7.12	0.02	0.00
2022.	4.	24.	16.	0.	241.92	643.89	0.00	0.00	0.60	16.80	16.80	43.12	4.03	6.50	0.01	0.00
2022.	4.	24.	16.	15.	374.03	579.33	0.02	0.02	0.03	16.76	16.76	43.62	3.33	5.19	0.02	0.00
