YYYY	MM	DD	HH	MIN	SWD	SWDtop	CU	CM	CD	TT2M	ST	RH2m	WS10m	WS100m	PREC	SNOW
2022.	7.	24.	0.	15.	0.00	0.00	0.00	0.00	0.00	17.34	17.34	64.22	2.58	1.91	0.00	0.00
2022.	7.	24.	0.	30.	0.00	0.00	0.00	0.00	0.00	17.26	17.26	64.29	2.53	2.09	0.00	0.00
2022.	7.	24.	0.	45.	0.00	0.00	0.00	0.00	0.00	16.97	16.97	65.34	2.54	2.22	0.00	0.00
2022.	7.	24.	1.	0.	0.00	0.00	0.00	0.00	0.00	16.86	16.86	65.81	2.48	2.24	0.00	0.00
2022.	7.	24.	1.	15.	0.00	0.00	0.00	0.00	0.00	16.67	16.67	66.82	2.44	2.27	0.00	0.00
2022.	7.	24.	1.	30.	0.00	0.00	0.00	0.00	0.00	16.70	16.70	67.29	2.56	2.73	0.00	0.00
2022.	7.	24.	1.	45.	0.00	0.00	0.00	0.00	0.00	16.50	16.50	68.67	2.42	3.71	0.00	0.00
2022.	7.	24.	2.	0.	0.00	0.00	0.00	0.00	0.00	16.19	16.19	70.75	2.00	4.60	0.00	0.00
2022.	7.	24.	2.	15.	0.00	0.00	0.02	0.00	0.00	15.72	15.72	73.09	2.01	4.76	0.00	0.00
2022.	7.	24.	2.	30.	0.00	0.00	0.02	0.00	0.00	15.24	15.24	75.13	2.20	4.64	0.00	0.00
2022.	7.	24.	2.	45.	0.00	0.00	0.02	0.00	0.00	15.70	15.70	72.66	2.50	4.97	0.00	0.00
2022.	7.	24.	3.	0.	0.00	0.00	0.02	0.00	0.00	16.03	16.03	71.21	2.54	5.30	0.00	0.00
2022.	7.	24.	3.	15.	0.00	0.00	0.41	0.00	0.00	15.81	15.81	72.63	2.38	5.32	0.00	0.00
2022.	7.	24.	3.	30.	0.00	0.00	0.41	0.00	0.00	15.93	15.93	72.83	2.14	5.27	0.00	0.00
2022.	7.	24.	3.	45.	0.00	0.00	0.41	0.00	0.00	15.93	15.93	73.26	1.91	5.17	0.00	0.00
2022.	7.	24.	4.	0.	0.00	0.00	0.41	0.00	0.00	15.73	15.73	74.41	1.97	5.26	0.00	0.00
2022.	7.	24.	4.	15.	7.70	41.88	0.36	0.00	0.00	15.83	15.83	74.69	1.98	5.56	0.00	0.00
2022.	7.	24.	4.	30.	7.70	41.88	0.36	0.00	0.00	16.25	16.25	73.39	2.10	5.80	0.00	0.00
2022.	7.	24.	4.	45.	29.18	87.29	0.23	0.00	0.00	16.66	16.66	72.16	2.08	5.96	0.00	0.00
2022.	7.	24.	5.	0.	69.45	172.45	0.00	0.00	0.00	16.96	16.96	72.04	1.96	6.07	0.00	0.00
2022.	7.	24.	5.	15.	111.39	239.99	0.00	0.00	0.00	17.33	17.33	71.60	1.85	6.18	0.00	0.00
2022.	7.	24.	5.	30.	142.40	286.61	0.00	0.00	0.00	17.91	17.91	69.64	1.82	6.10	0.00	0.00
2022.	7.	24.	5.	45.	173.42	332.25	0.00	0.00	0.00	18.65	18.65	66.70	2.03	5.44	0.00	0.00
2022.	7.	24.	6.	0.	204.44	377.04	0.00	0.00	0.00	19.19	19.19	64.91	1.96	4.99	0.00	0.00
2022.	7.	24.	6.	15.	253.13	445.49	0.00	0.00	0.00	19.79	19.79	63.08	2.02	4.70	0.00	0.00
2022.	7.	24.	6.	30.	288.63	491.66	0.00	0.00	0.00	20.45	20.45	60.97	2.27	4.39	0.00	0.00
2022.	7.	24.	6.	45.	323.98	536.32	0.00	0.00	0.00	21.06	21.06	59.21	2.34	3.97	0.00	0.00
2022.	7.	24.	7.	0.	359.18	579.67	0.00	0.00	0.00	21.64	21.64	58.00	2.17	3.62	0.00	0.00
2022.	7.	24.	7.	15.	412.50	644.37	0.00	0.00	0.00	22.23	22.23	56.69	2.08	3.44	0.00	0.00
2022.	7.	24.	7.	30.	447.91	686.94	0.00	0.00	0.00	22.79	22.79	54.82	2.29	3.72	0.00	0.00
2022.	7.	24.	7.	45.	481.78	727.58	0.00	0.00	0.00	23.36	23.36	52.81	2.44	3.83	0.00	0.00
2022.	7.	24.	8.	0.	514.31	766.53	0.00	0.00	0.00	23.97	23.97	50.92	2.35	3.62	0.00	0.00
2022.	7.	24.	8.	15.	561.65	823.06	0.00	0.00	0.00	24.51	24.51	49.87	2.19	3.35	0.00	0.00
2022.	7.	24.	8.	30.	591.98	859.15	0.00	0.00	0.00	24.85	24.85	48.80	2.44	3.61	0.00	0.00
2022.	7.	24.	8.	45.	620.48	893.00	0.00	0.00	0.00	25.21	25.21	47.68	2.56	3.77	0.00	0.00
2022.	7.	24.	9.	0.	647.38	924.89	0.00	0.00	0.00	25.59	25.59	46.85	2.50	3.66	0.00	0.00
2022.	7.	24.	9.	15.	685.04	969.41	0.00	0.00	0.00	25.77	25.77	46.35	2.64	3.74	0.00	0.00
2022.	7.	24.	9.	30.	708.08	996.54	0.00	0.00	0.00	25.99	25.99	45.78	2.62	3.70	0.00	0.00
2022.	7.	24.	9.	45.	729.12	1021.29	0.00	0.00	0.00	26.31	26.31	45.11	2.45	3.45	0.00	0.00
2022.	7.	24.	10.	0.	748.41	1043.96	0.00	0.00	0.00	26.63	26.63	44.49	2.25	3.12	0.00	0.00
2022.	7.	24.	10.	15.	773.54	1073.42	0.00	0.00	0.00	26.88	26.88	44.02	2.13	2.89	0.00	0.00
2022.	7.	24.	10.	30.	787.48	1089.75	0.00	0.00	0.00	27.02	27.02	43.69	2.21	2.96	0.00	0.00
2022.	7.	24.	10.	45.	799.54	1103.72	0.00	0.00	0.00	27.05	27.05	43.42	2.39	3.18	0.00	0.00
2022.	7.	24.	11.	0.	809.96	1115.62	0.00	0.00	0.00	27.03	27.03	43.03	2.39	3.17	0.00	0.00
2022.	7.	24.	11.	15.	821.23	1128.02	0.00	0.00	0.00	27.13	27.13	42.54	2.19	2.88	0.00	0.00
2022.	7.	24.	11.	30.	824.91	1132.43	0.00	0.00	0.00	27.32	27.32	42.19	2.00	2.59	0.00	0.00
2022.	7.	24.	11.	45.	826.50	1134.66	0.00	0.00	0.00	27.51	27.51	42.01	1.91	2.43	0.00	0.00
2022.	7.	24.	12.	0.	826.26	1134.98	0.00	0.00	0.00	27.62	27.62	42.03	1.80	2.26	0.00	0.00
2022.	7.	24.	12.	15.	820.77	1129.48	0.00	0.00	0.00	27.65	27.65	42.14	1.63	2.00	0.00	0.00
2022.	7.	24.	12.	30.	813.65	1121.68	0.00	0.00	0.00	27.69	27.69	42.16	1.48	1.78	0.00	0.00
2022.	7.	24.	12.	45.	805.13	1112.02	0.00	0.00	0.00	27.72	27.72	42.17	1.24	1.52	0.00	0.00
2022.	7.	24.	13.	0.	795.38	1100.74	0.00	0.00	0.00	27.75	27.75	42.12	0.90	1.13	0.00	0.00
2022.	7.	24.	13.	15.	775.35	1077.71	0.00	0.00	0.00	27.92	27.92	41.72	0.91	1.12	0.00	0.00
2022.	7.	24.	13.	30.	758.37	1058.22	0.00	0.00	0.00	28.23	28.23	40.94	1.00	1.25	0.00	0.00
2022.	7.	24.	13.	45.	740.30	1037.33	0.00	0.00	0.00	28.64	28.64	39.86	0.96	1.23	0.00	0.00
2022.	7.	24.	14.	0.	721.27	1015.22	0.00	0.00	0.00	29.05	29.05	38.69	0.95	1.24	0.00	0.00
2022.	7.	24.	14.	15.	687.96	976.23	0.00	0.00	0.00	29.36	29.36	37.77	1.16	1.51	0.00	0.00
2022.	7.	24.	14.	30.	662.46	946.39	0.00	0.00	0.00	29.55	29.55	37.32	1.43	1.87	0.00	0.00
2022.	7.	24.	14.	45.	636.21	915.69	0.00	0.00	0.00	29.71	29.71	37.14	1.57	2.08	0.00	0.00
2022.	7.	24.	15.	0.	609.30	884.25	0.00	0.00	0.00	30.00	30.00	36.83	1.85	2.53	0.00	0.00
2022.	7.	24.	15.	15.	564.83	831.95	0.00	0.00	0.00	30.36	30.36	36.44	2.36	3.37	0.00	0.00
2022.	7.	24.	15.	30.	532.85	793.79	0.00	0.00	0.00	30.53	30.53	36.18	2.74	4.00	0.00	0.00
