YYYY	MM	DD	HH	MIN	SWD	SWDtop	CU	CM	CD	TT2M	ST	RH2m	WS10m	WS100m	PREC	SNOW
2022.	6.	30.	0.	15.	0.00	0.00	0.00	0.00	0.00	20.40	20.40	44.84	2.24	2.00	0.00	0.00
2022.	6.	30.	0.	30.	0.00	0.00	0.00	0.00	0.00	19.77	19.77	46.59	2.83	3.31	0.00	0.00
2022.	6.	30.	0.	45.	0.00	0.00	0.00	0.00	0.00	18.76	18.76	49.54	2.59	3.73	0.00	0.00
2022.	6.	30.	1.	0.	0.00	0.00	0.00	0.00	0.00	18.63	18.63	49.99	2.63	3.50	0.00	0.00
2022.	6.	30.	1.	15.	0.00	0.00	0.00	0.00	0.00	18.46	18.46	50.63	2.84	3.32	0.00	0.00
2022.	6.	30.	1.	30.	0.00	0.00	0.00	0.00	0.00	18.28	18.28	51.24	2.79	3.03	0.00	0.00
2022.	6.	30.	1.	45.	0.00	0.00	0.00	0.00	0.00	18.23	18.23	51.36	2.57	2.69	0.00	0.00
2022.	6.	30.	2.	0.	0.00	0.00	0.00	0.00	0.00	18.13	18.13	51.56	2.49	2.70	0.00	0.00
2022.	6.	30.	2.	15.	0.00	0.00	0.00	0.00	0.00	17.80	17.80	52.45	2.59	2.90	0.00	0.00
2022.	6.	30.	2.	30.	0.00	0.00	0.00	0.00	0.00	17.45	17.45	53.35	2.48	2.91	0.00	0.00
2022.	6.	30.	2.	45.	0.00	0.00	0.00	0.00	0.00	17.07	17.07	54.54	2.41	3.03	0.00	0.00
2022.	6.	30.	3.	0.	0.00	0.00	0.00	0.00	0.00	16.84	16.84	55.25	2.35	3.22	0.00	0.00
2022.	6.	30.	3.	15.	0.00	0.00	0.00	0.00	0.00	16.86	16.86	55.08	2.23	3.25	0.00	0.00
2022.	6.	30.	3.	30.	0.00	0.00	0.00	0.00	0.00	17.00	17.00	54.52	2.11	3.44	0.00	0.00
2022.	6.	30.	3.	45.	0.00	0.00	0.00	0.00	0.00	17.19	17.19	53.80	2.27	4.04	0.00	0.00
2022.	6.	30.	4.	0.	0.00	0.00	0.00	0.00	0.00	17.18	17.18	53.82	2.33	3.96	0.00	0.00
2022.	6.	30.	4.	15.	26.83	92.47	0.00	0.00	0.00	16.97	16.97	55.01	2.33	3.39	0.00	0.00
2022.	6.	30.	4.	30.	26.83	92.47	0.00	0.00	0.00	17.30	17.30	54.87	2.44	3.59	0.00	0.00
2022.	6.	30.	4.	45.	85.90	198.29	0.00	0.00	0.00	17.44	17.44	56.90	1.95	4.02	0.00	0.00
