YYYY	MM	DD	HH	MIN	SWD	SWDtop	CU	CM	CD	TT2M	ST	RH2m	WS10m	WS100m	PREC	SNOW
2022.	1.	27.	0.	15.	0.00	0.00	0.00	0.00	0.99	2.21	2.21	96.86	4.28	8.05	0.00	0.00
2022.	1.	27.	0.	30.	0.00	0.00	0.00	0.00	1.00	2.29	2.29	96.95	4.27	8.00	0.00	0.00
2022.	1.	27.	0.	45.	0.00	0.00	0.00	0.00	1.00	2.30	2.30	97.14	4.22	7.90	0.00	0.00
2022.	1.	27.	1.	0.	0.00	0.00	0.00	0.00	1.00	2.28	2.28	97.63	4.18	7.77	0.00	0.00
2022.	1.	27.	1.	15.	0.00	0.00	0.00	0.00	1.00	2.25	2.25	98.42	4.15	7.59	0.01	0.00
2022.	1.	27.	1.	30.	0.00	0.00	0.00	0.00	1.00	2.26	2.26	98.62	4.11	7.43	0.01	0.00
2022.	1.	27.	1.	45.	0.00	0.00	0.00	0.00	1.00	2.29	2.29	98.40	4.16	7.49	0.00	0.00
2022.	1.	27.	2.	0.	0.00	0.00	0.00	0.00	1.00	2.31	2.31	98.07	4.33	7.81	0.00	0.00
2022.	1.	27.	2.	15.	0.00	0.00	0.42	0.00	1.00	2.33	2.33	97.61	4.51	8.16	0.00	0.00
2022.	1.	27.	2.	30.	0.00	0.00	0.42	0.00	1.00	2.37	2.37	97.03	4.59	8.38	0.00	0.00
2022.	1.	27.	2.	45.	0.00	0.00	0.42	0.00	1.00	2.41	2.41	96.72	4.71	8.65	0.00	0.00
2022.	1.	27.	3.	0.	0.00	0.00	0.42	0.00	1.00	2.42	2.42	96.56	4.90	8.99	0.00	0.00
2022.	1.	27.	3.	15.	0.00	0.00	0.99	0.00	1.00	2.37	2.37	96.34	5.01	9.22	0.00	0.00
2022.	1.	27.	3.	30.	0.00	0.00	0.99	0.00	1.00	2.28	2.28	96.12	5.05	9.28	0.00	0.00
2022.	1.	27.	3.	45.	0.00	0.00	0.99	0.00	1.00	2.21	2.21	95.99	4.98	9.14	0.00	0.00
2022.	1.	27.	4.	0.	0.00	0.00	0.99	0.00	1.00	2.12	2.12	96.28	4.92	9.00	0.00	0.00
2022.	1.	27.	4.	15.	0.00	0.00	0.70	0.00	1.00	2.04	2.04	96.45	4.81	8.80	0.00	0.00
2022.	1.	27.	4.	30.	0.00	0.00	0.70	0.00	1.00	1.96	1.96	96.57	4.77	8.74	0.00	0.00
2022.	1.	27.	4.	45.	0.00	0.00	0.70	0.00	1.00	1.86	1.86	96.97	4.81	8.82	0.00	0.00
2022.	1.	27.	5.	0.	0.00	0.00	0.70	0.00	1.00	1.80	1.80	97.11	4.89	8.96	0.00	0.00
2022.	1.	27.	5.	15.	0.00	0.00	0.24	0.00	1.00	1.75	1.75	97.08	5.04	9.23	0.00	0.00
2022.	1.	27.	5.	30.	0.00	0.00	0.24	0.00	1.00	1.69	1.69	97.03	5.20	9.54	0.00	0.00
2022.	1.	27.	5.	45.	0.00	0.00	0.24	0.00	1.00	1.67	1.67	96.95	5.34	9.82	0.00	0.00
2022.	1.	27.	6.	0.	0.00	0.00	0.24	0.00	1.00	1.72	1.72	96.90	5.42	9.98	0.00	0.00
2022.	1.	27.	6.	15.	0.00	0.00	0.29	0.00	1.00	1.83	1.83	96.95	5.48	10.08	0.01	0.00
2022.	1.	27.	6.	30.	0.00	0.00	0.29	0.00	1.00	1.95	1.95	96.81	5.43	10.03	0.01	0.00
2022.	1.	27.	6.	45.	0.00	0.00	0.29	0.00	1.00	2.05	2.05	96.78	5.17	9.60	0.01	0.00
2022.	1.	27.	7.	0.	0.00	0.00	0.29	0.00	1.00	2.12	2.12	96.99	4.96	9.21	0.01	0.00
2022.	1.	27.	7.	15.	0.00	0.00	0.22	0.00	1.00	2.21	2.21	97.12	4.97	9.21	0.01	0.00
2022.	1.	27.	7.	30.	0.00	0.00	0.22	0.00	1.00	2.33	2.33	97.16	4.96	9.20	0.01	0.00
2022.	1.	27.	7.	45.	0.00	0.00	0.22	0.00	1.00	2.41	2.41	97.14	4.95	9.17	0.01	0.00
2022.	1.	27.	8.	0.	0.00	0.00	0.22	0.00	1.00	2.46	2.46	97.17	4.95	9.15	0.01	0.00
2022.	1.	27.	8.	15.	14.12	182.36	0.06	0.00	1.00	2.52	2.52	97.29	4.90	9.05	0.02	0.00
2022.	1.	27.	8.	30.	14.12	182.36	0.06	0.00	1.00	2.56	2.56	97.45	4.88	8.98	0.02	0.00
2022.	1.	27.	8.	45.	23.31	272.60	0.17	0.00	1.00	2.60	2.60	97.60	4.84	8.91	0.02	0.00
2022.	1.	27.	9.	0.	25.70	288.86	0.03	0.00	1.00	2.64	2.64	97.67	4.81	8.84	0.02	0.00
2022.	1.	27.	9.	15.	26.55	335.05	0.00	0.00	1.00	2.69	2.69	97.73	4.75	8.73	0.03	0.00
2022.	1.	27.	9.	30.	27.36	363.02	0.00	0.00	1.00	2.73	2.73	97.77	4.70	8.66	0.03	0.00
2022.	1.	27.	9.	45.	26.62	388.42	0.03	0.00	1.00	2.76	2.76	97.77	4.69	8.64	0.03	0.00
2022.	1.	27.	10.	0.	24.50	411.59	0.09	0.00	1.00	2.79	2.79	97.79	4.73	8.70	0.03	0.00
2022.	1.	27.	10.	15.	19.17	441.34	0.60	0.24	1.00	2.84	2.84	97.74	4.75	8.76	0.04	0.00
2022.	1.	27.	10.	30.	15.02	457.55	0.86	0.76	1.00	2.89	2.89	97.64	4.80	8.86	0.06	0.00
2022.	1.	27.	10.	45.	13.65	471.23	0.98	0.93	1.00	2.91	2.91	97.77	4.81	8.95	0.11	0.00
2022.	1.	27.	11.	0.	14.70	482.70	1.00	0.80	1.00	2.96	2.96	98.00	4.82	9.04	0.12	0.00
2022.	1.	27.	11.	15.	16.29	493.99	0.87	0.20	1.00	3.03	3.03	98.11	4.91	9.23	0.14	0.00
2022.	1.	27.	11.	30.	15.50	497.32	0.73	0.12	1.00	3.11	3.11	98.17	4.96	9.32	0.15	0.00
2022.	1.	27.	11.	45.	15.02	498.35	0.72	0.07	1.00	3.16	3.16	98.14	4.85	9.10	0.13	0.00
2022.	1.	27.	12.	0.	14.79	497.35	0.83	0.03	1.00	3.17	3.17	97.86	4.78	8.88	0.07	0.00
2022.	1.	27.	12.	15.	14.95	489.40	0.93	0.00	1.00	3.21	3.21	97.50	4.72	8.76	0.04	0.00
2022.	1.	27.	12.	30.	16.64	479.64	0.98	0.00	1.00	3.32	3.32	97.50	4.60	8.56	0.04	0.00
2022.	1.	27.	12.	45.	17.06	467.94	0.96	0.00	1.00	3.45	3.45	97.77	4.44	8.27	0.06	0.00
2022.	1.	27.	13.	0.	16.39	454.53	0.88	0.00	1.00	3.57	3.57	98.15	4.24	7.96	0.08	0.00
2022.	1.	27.	13.	15.	15.41	427.88	0.66	0.00	1.00	3.70	3.70	98.58	4.10	7.73	0.12	0.00
2022.	1.	27.	13.	30.	12.98	405.70	0.53	0.00	1.00	3.83	3.83	98.84	4.02	7.59	0.14	0.00
2022.	1.	27.	13.	45.	11.80	382.07	0.43	0.00	1.00	3.97	3.97	98.90	3.95	7.46	0.12	0.00
2022.	1.	27.	14.	0.	11.73	357.17	0.34	0.00	1.00	4.13	4.13	98.91	3.90	7.39	0.12	0.00
2022.	1.	27.	14.	15.	9.21	313.64	0.23	0.00	1.00	4.29	4.29	98.93	3.86	7.34	0.10	0.00
2022.	1.	27.	14.	30.	7.45	280.54	0.19	0.00	1.00	4.49	4.49	99.03	3.83	7.29	0.07	0.00
2022.	1.	27.	14.	45.	5.88	246.59	0.16	0.00	1.00	4.72	4.72	99.16	3.80	7.23	0.06	0.00
2022.	1.	27.	15.	0.	4.46	211.90	0.14	0.00	1.00	4.98	4.98	99.18	3.86	7.34	0.05	0.00
2022.	1.	27.	15.	15.	2.83	154.46	0.03	0.00	1.00	5.25	5.25	99.15	4.05	7.65	0.04	0.00
2022.	1.	27.	15.	30.	2.83	154.46	0.03	0.00	1.00	5.47	5.47	99.04	4.30	8.03	0.04	0.00
2022.	1.	27.	15.	45.	0.70	61.30	0.00	0.00	1.00	5.64	5.64	98.87	4.50	8.36	0.03	0.00
2022.	1.	27.	16.	0.	0.70	61.30	0.00	0.00	1.00	5.74	5.74	98.63	4.70	8.62	0.03	0.00
2022.	1.	27.	16.	15.	0.00	0.00	0.00	0.00	1.00	5.76	5.76	98.40	4.74	8.65	0.03	0.00
2022.	1.	27.	16.	30.	0.00	0.00	0.00	0.00	1.00	5.76	5.76	98.28	4.61	8.42	0.03	0.00
2022.	1.	27.	16.	45.	0.00	0.00	0.00	0.00	1.00	5.75	5.75	98.24	4.44	8.13	0.03	0.00
2022.	1.	27.	17.	0.	0.00	0.00	0.00	0.00	1.00	5.74	5.74	98.51	4.40	8.05	0.04	0.00
2022.	1.	27.	17.	15.	0.00	0.00	0.00	0.00	1.00	5.74	5.74	98.62	4.40	8.03	0.04	0.00
2022.	1.	27.	17.	30.	0.00	0.00	0.00	0.00	1.00	5.70	5.70	98.69	4.28	7.81	0.04	0.00
2022.	1.	27.	17.	45.	0.00	0.00	0.00	0.00	1.00	5.59	5.59	99.12	4.12	7.53	0.08	0.00
2022.	1.	27.	18.	0.	0.00	0.00	0.00	0.00	1.00	5.46	5.46	99.29	4.21	7.64	0.10	0.00
2022.	1.	27.	18.	15.	0.00	0.00	0.00	0.00	1.00	5.31	5.31	99.03	4.37	7.91	0.05	0.00
2022.	1.	27.	18.	30.	0.00	0.00	0.00	0.00	1.00	5.29	5.29	97.39	4.60	8.32	0.02	0.00
2022.	1.	27.	18.	45.	0.00	0.00	0.00	0.00	1.00	5.34	5.34	94.74	4.38	8.05	0.00	0.00
2022.	1.	27.	19.	0.	0.00	0.00	0.00	0.00	1.00	5.36	5.36	94.01	4.06	7.64	0.00	0.00
2022.	1.	27.	19.	15.	0.00	0.00	0.00	0.00	1.00	5.33	5.33	94.14	3.89	7.37	0.00	0.00
2022.	1.	27.	19.	30.	0.00	0.00	0.00	0.00	1.00	5.38	5.38	93.98	3.88	7.33	0.00	0.00
2022.	1.	27.	19.	45.	0.00	0.00	0.00	0.00	1.00	5.44	5.44	93.98	4.20	7.80	0.00	0.00
2022.	1.	27.	20.	0.	0.00	0.00	0.00	0.00	1.00	5.44	5.44	94.26	4.08	7.66	0.00	0.00
2022.	1.	27.	20.	15.	0.00	0.00	0.00	0.00	0.25	5.28	5.28	94.80	3.76	7.23	0.00	0.00
2022.	1.	27.	20.	30.	0.00	0.00	0.00	0.00	0.25	5.13	5.13	95.31	3.57	6.97	0.00	0.00
2022.	1.	27.	20.	45.	0.00	0.00	0.00	0.00	0.25	5.04	5.04	95.64	3.52	6.88	0.00	0.00
2022.	1.	27.	21.	0.	0.00	0.00	0.00	0.00	0.25	4.98	4.98	96.06	3.54	6.94	0.00	0.00
2022.	1.	27.	21.	15.	0.00	0.00	0.00	0.00	0.02	4.87	4.87	96.28	3.49	6.88	0.00	0.00
2022.	1.	27.	21.	30.	0.00	0.00	0.00	0.00	0.02	4.77	4.77	96.45	3.46	6.84	0.00	0.00
2022.	1.	27.	21.	45.	0.00	0.00	0.00	0.00	0.02	4.69	4.69	96.42	3.27	6.55	0.00	0.00
2022.	1.	27.	22.	0.	0.00	0.00	0.00	0.00	0.02	4.62	4.62	96.26	3.19	6.44	0.00	0.00
2022.	1.	27.	22.	15.	0.00	0.00	0.00	0.00	0.09	4.54	4.54	96.42	3.31	6.60	0.00	0.00
2022.	1.	27.	22.	30.	0.00	0.00	0.00	0.00	0.09	4.47	4.47	96.45	3.36	6.70	0.00	0.00
2022.	1.	27.	22.	45.	0.00	0.00	0.00	0.00	0.09	4.42	4.42	96.37	3.27	6.55	0.00	0.00
2022.	1.	27.	23.	0.	0.00	0.00	0.00	0.00	0.09	4.37	4.37	96.42	3.50	6.91	0.00	0.00
2022.	1.	27.	23.	15.	0.00	0.00	0.00	0.00	0.00	4.31	4.31	96.37	3.56	6.95	0.00	0.00
2022.	1.	27.	23.	30.	0.00	0.00	0.00	0.00	0.00	4.21	4.21	96.62	3.82	7.39	0.00	0.00
2022.	1.	27.	23.	45.	0.00	0.00	0.00	0.00	0.00	4.12	4.12	96.71	3.72	7.25	0.00	0.00
2022.	1.	28.	0.	0.	0.00	0.00	0.00	0.00	0.00	3.98	3.98	97.43	3.93	7.61	0.00	0.00
2022.	1.	28.	0.	15.	0.00	0.00	0.00	0.00	0.23	3.97	3.97	97.70	4.13	7.93	0.00	0.00
2022.	1.	28.	0.	30.	0.00	0.00	0.00	0.00	0.37	3.93	3.93	98.10	3.90	7.38	0.00	0.00
2022.	1.	28.	0.	45.	0.00	0.00	0.00	0.00	0.44	3.82	3.82	98.83	4.32	8.11	0.00	0.00
2022.	1.	28.	1.	0.	0.00	0.00	0.00	0.00	0.44	3.87	3.87	98.15	4.23	7.92	0.00	0.00
2022.	1.	28.	1.	15.	0.00	0.00	0.00	0.00	0.73	3.79	3.79	98.95	4.06	7.55	0.01	0.00
2022.	1.	28.	1.	30.	0.00	0.00	0.00	0.00	0.73	3.65	3.65	99.33	3.97	7.38	0.01	0.00
2022.	1.	28.	1.	45.	0.00	0.00	0.00	0.00	0.73	3.57	3.57	99.49	4.03	7.48	0.01	0.00
2022.	1.	28.	2.	0.	0.00	0.00	0.00	0.00	0.73	3.47	3.47	99.56	3.95	7.34	0.01	0.00
2022.	1.	28.	2.	15.	0.00	0.00	0.00	0.00	1.00	3.40	3.40	99.62	3.91	7.25	0.01	0.00
2022.	1.	28.	2.	30.	0.00	0.00	0.00	0.00	1.00	3.30	3.30	99.74	3.87	7.11	0.01	0.00
2022.	1.	28.	2.	45.	0.00	0.00	0.00	0.00	1.00	3.21	3.21	99.80	3.80	6.94	0.02	0.00
2022.	1.	28.	3.	0.	0.00	0.00	0.00	0.00	1.00	3.17	3.17	99.83	3.68	6.72	0.01	0.00
2022.	1.	28.	3.	15.	0.00	0.00	0.00	0.00	1.00	3.20	3.20	99.84	3.57	6.51	0.02	0.00
2022.	1.	28.	3.	30.	0.00	0.00	0.00	0.00	1.00	3.26	3.26	99.80	3.49	6.36	0.01	0.00
2022.	1.	28.	3.	45.	0.00	0.00	0.00	0.00	1.00	3.32	3.32	99.66	3.46	6.30	0.01	0.00
2022.	1.	28.	4.	0.	0.00	0.00	0.00	0.00	1.00	3.32	3.32	99.42	3.49	6.32	0.01	0.00
2022.	1.	28.	4.	15.	0.00	0.00	0.00	0.00	1.00	3.27	3.27	99.20	3.45	6.24	0.01	0.00
2022.	1.	28.	4.	30.	0.00	0.00	0.00	0.00	1.00	3.21	3.21	99.18	3.33	6.05	0.00	0.00
2022.	1.	28.	4.	45.	0.00	0.00	0.00	0.00	1.00	3.16	3.16	99.26	3.22	5.91	0.00	0.00
2022.	1.	28.	5.	0.	0.00	0.00	0.00	0.00	1.00	3.04	3.04	99.41	3.15	5.78	0.00	0.00
2022.	1.	28.	5.	15.	0.00	0.00	0.00	0.00	1.00	2.91	2.91	99.37	3.03	5.58	0.00	0.00
2022.	1.	28.	5.	30.	0.00	0.00	0.00	0.00	1.00	2.80	2.80	99.03	2.88	5.30	0.00	0.00
2022.	1.	28.	5.	45.	0.00	0.00	0.00	0.00	1.00	2.71	2.71	98.69	2.72	5.03	0.00	0.00
2022.	1.	28.	6.	0.	0.00	0.00	0.00	0.00	1.00	2.61	2.61	98.75	2.53	4.77	0.00	0.00
2022.	1.	28.	6.	15.	0.00	0.00	0.00	0.00	0.66	2.46	2.46	99.30	2.37	4.61	0.00	0.00
2022.	1.	28.	6.	30.	0.00	0.00	0.00	0.00	0.66	2.30	2.30	99.82	2.07	4.27	0.00	0.00
2022.	1.	28.	6.	45.	0.00	0.00	0.00	0.00	0.66	2.22	2.22	99.97	1.92	4.10	0.00	0.00
2022.	1.	28.	7.	0.	0.00	0.00	0.00	0.00	0.66	2.19	2.19	99.98	1.87	4.02	0.00	0.00
2022.	1.	28.	7.	15.	0.00	0.00	0.00	0.00	0.92	2.24	2.24	100.00	1.88	3.99	0.00	0.00
2022.	1.	28.	7.	30.	0.00	0.00	0.00	0.00	0.92	2.29	2.29	100.00	1.96	4.01	0.00	0.00
2022.	1.	28.	7.	45.	0.00	0.00	0.00	0.00	0.92	2.32	2.32	99.99	1.97	4.00	0.00	0.00
2022.	1.	28.	8.	0.	0.00	0.00	0.00	0.00	0.92	2.34	2.34	100.00	1.97	3.96	0.00	0.00
2022.	1.	28.	8.	15.	31.95	188.35	0.00	0.00	1.00	2.43	2.43	99.99	1.95	3.86	0.01	0.00
2022.	1.	28.	8.	30.	31.95	188.35	0.00	0.00	1.00	2.50	2.50	99.98	1.96	3.76	0.01	0.00
2022.	1.	28.	8.	45.	55.94	278.62	0.00	0.00	1.00	2.55	2.55	99.97	1.96	3.73	0.01	0.00
2022.	1.	28.	9.	0.	61.39	294.89	0.00	0.00	1.00	2.62	2.62	99.92	2.00	3.70	0.01	0.00
