;Energy_1;Energy_2;Energy_3;Energy_4;Energy_5;Energy_6;Energy_7;Energy_8;Energy_Total
2022-01-01 02:15:00+02:00;;;;;;;;;
2022-01-01 02:30:00+02:00;;;;;;;;;
2022-01-01 02:45:00+02:00;;;;;;;;;
2022-01-01 03:00:00+02:00;;;;;;;;;
2022-01-01 03:15:00+02:00;;;;;;;;;
2022-01-01 03:30:00+02:00;;;;;;;;;
2022-01-01 03:45:00+02:00;;;;;;;;;
2022-01-01 04:00:00+02:00;;;;;;;;;
2022-01-01 04:15:00+02:00;;;;;;;;;
2022-01-01 04:30:00+02:00;;;;;;;;;
2022-01-01 04:45:00+02:00;;;;;;;;;
2022-01-01 05:00:00+02:00;;;;;;;;;
2022-01-01 05:15:00+02:00;;;;;;;;;
2022-01-01 05:30:00+02:00;;;;;;;;;
2022-01-01 05:45:00+02:00;;;;;;;;;
2022-01-01 06:00:00+02:00;;;;;;;;;
2022-01-01 06:15:00+02:00;;;;;;;;;
2022-01-01 06:30:00+02:00;;;;;;;;;
2022-01-01 06:45:00+02:00;;;;;;;;;
2022-01-01 07:00:00+02:00;;;;;;;;;
2022-01-01 07:15:00+02:00;;;;;;;;;
2022-01-01 07:30:00+02:00;;;;;;;;;
2022-01-01 07:45:00+02:00;429264746.0;420357074.0;388826835.0;401814733.0;155307823.0;;;;
2022-01-01 08:00:00+02:00;429264746.0;420357074.0;388826835.0;401814733.0;155307823.0;156455821.0;154486347.0;155913637.0;2262427016.0
2022-01-01 08:15:00+02:00;429264746.0;420357074.0;388826835.0;401814733.0;155307823.0;156455821.0;154486347.0;155913637.0;2262427016.0
2022-01-01 08:30:00+02:00;429264746.0;420357074.0;388826835.0;401814733.0;155307823.0;156455821.0;154486347.0;155913637.0;2262427016.0
2022-01-01 08:45:00+02:00;429264746.0;420357074.0;388826835.0;401814733.0;155307823.0;156455917.0;154486347.0;155913637.0;2262427112.0
2022-01-01 09:00:00+02:00;429264970.0;420357298.0;388827027.0;401814925.0;155307935.0;156456013.0;154486459.0;155913717.0;2262428344.0
2022-01-01 09:15:00+02:00;429265482.0;420357810.0;388827507.0;401815405.0;155308143.0;156456221.0;154486651.0;155914021.0;2262431240.0
2022-01-01 09:30:00+02:00;429266250.0;420358642.0;388828211.0;401816109.0;155308527.0;156456605.0;154487035.0;155914421.0;2262435800.0
2022-01-01 09:45:00+02:00;429267498.0;420359986.0;388829331.0;401817293.0;155309039.0;156457117.0;154487547.0;155915029.0;2262442840.0
2022-01-01 10:00:00+02:00;429268906.0;420361778.0;388830579.0;401818605.0;155309631.0;156457709.0;154488251.0;155915733.0;2262451192.0
2022-01-01 10:15:00+02:00;429270538.0;420363826.0;388832019.0;401820109.0;155310335.0;156458525.0;154488955.0;155916629.0;2262460936.0
2022-01-01 10:30:00+02:00;429272394.0;420365746.0;388833811.0;401821837.0;155311023.0;156459213.0;154489739.0;155917413.0;2262471176.0
2022-01-01 10:45:00+02:00;429274634.0;420368018.0;388835891.0;401823885.0;155311935.0;156460125.0;154490651.0;155918325.0;2262483464.0
2022-01-01 11:00:00+02:00;429277546.0;420371122.0;388838419.0;401826477.0;155313039.0;156461325.0;154491835.0;155919525.0;2262499288.0
2022-01-01 11:15:00+02:00;429280714.0;420374450.0;388841107.0;401829293.0;155314335.0;156462621.0;154493147.0;155920821.0;2262516488.0
2022-01-01 11:30:00+02:00;429283978.0;420377810.0;388843891.0;401832141.0;155315631.0;156463917.0;154494443.0;155922133.0;2262533944.0
2022-01-01 11:45:00+02:00;429287242.0;420381106.0;388846707.0;401834989.0;155316831.0;156465213.0;154495643.0;155923317.0;2262551048.0
2022-01-01 12:00:00+02:00;429290538.0;420384498.0;388849363.0;401837741.0;155318126.0;156466413.0;154496955.0;155924629.0;2262568263.0
2022-01-01 12:15:00+02:00;429295210.0;420389266.0;388852563.0;401841325.0;155319934.0;156468221.0;154498747.0;155926437.0;2262591703.0
2022-01-01 12:30:00+02:00;429300874.0;420395090.0;388856371.0;401845453.0;155322030.0;156470317.0;154500843.0;155928533.0;2262619511.0
2022-01-01 12:45:00+02:00;429307178.0;420401490.0;388860659.0;401849677.0;155324334.0;156472605.0;154503243.0;155930821.0;2262650007.0
2022-01-01 13:00:00+02:00;429313962.0;420408369.0;388864851.0;401853517.0;155326830.0;156475117.0;154505659.0;155933333.0;2262681638.0
2022-01-01 13:15:00+02:00;429317642.0;420412081.0;388867443.0;401855821.0;155328126.0;156476413.0;154507051.0;155934629.0;2262699206.0
2022-01-01 13:30:00+02:00;429323017.0;420417585.0;388871251.0;401858989.0;155330142.0;156478317.0;154508939.0;155936533.0;2262724773.0
2022-01-01 13:45:00+02:00;429327529.0;420422129.0;388874899.0;401862060.0;155331742.0;156480029.0;154510539.0;155938213.0;2262747140.0
2022-01-01 14:00:00+02:00;429332457.0;420427121.0;388878931.0;401865100.0;155333534.0;156481709.0;154512347.0;155939925.0;2262771124.0
2022-01-01 14:15:00+02:00;429336649.0;420431313.0;388882547.0;401867916.0;155334942.0;156483229.0;154513851.0;155941413.0;2262791860.0
2022-01-01 14:30:00+02:00;429339945.0;420434609.0;388885554.0;401870380.0;155336126.0;156484413.0;154515051.0;155942629.0;2262808707.0
2022-01-01 14:45:00+02:00;429343785.0;420438289.0;388888914.0;401872876.0;155337534.0;156485725.0;154516347.0;155943829.0;2262827299.0
2022-01-01 15:00:00+02:00;429347337.0;420441521.0;388891826.0;401875084.0;155338734.0;156487005.0;154517643.0;155944933.0;2262844083.0
2022-01-01 15:15:00+02:00;429349705.0;420443825.0;388893810.0;401876812.0;155339630.0;156487917.0;154518459.0;155945637.0;2262855795.0
2022-01-01 15:30:00+02:00;429351401.0;420445489.0;388895314.0;401878188.0;155340334.0;156488525.0;154519147.0;155946213.0;2262864611.0
2022-01-01 15:45:00+02:00;429352201.0;420446321.0;388896114.0;401878924.0;155340638.0;156488925.0;154519451.0;155946533.0;2262869107.0
2022-01-01 16:00:00+02:00;429352937.0;420447121.0;388896818.0;401879596.0;155340926.0;156489213.0;154519739.0;155946821.0;2262873171.0
2022-01-01 16:15:00+02:00;429353417.0;420447633.0;388897266.0;401880044.0;155341134.0;156489421.0;154519947.0;155947029.0;2262875891.0
2022-01-01 16:30:00+02:00;429353673.0;420447889.0;388897490.0;401880236.0;155341230.0;156489517.0;154520043.0;155947125.0;2262877203.0
2022-01-01 16:45:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;155341230.0;156489517.0;154520043.0;155947125.0;2262877363.0
2022-01-01 17:00:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;155341230.0;156489517.0;154520043.0;155947125.0;2262877363.0
2022-01-01 17:15:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;155341230.0;156489517.0;154520043.0;155947125.0;2262877363.0
2022-01-01 17:30:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;155341230.0;156489517.0;154520043.0;155947125.0;2262877363.0
2022-01-01 17:45:00+02:00;;;;;;;;;
2022-01-01 18:00:00+02:00;;;;;;;;;
2022-01-01 18:15:00+02:00;;;;;;;;;
2022-01-01 18:30:00+02:00;;;;;;;;;
2022-01-01 18:45:00+02:00;;;;;;;;;
2022-01-01 19:00:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;155341230.0;;154520043.0;;
2022-01-01 19:15:00+02:00;;;;;;;;;
2022-01-01 19:30:00+02:00;;;;;;;;;
2022-01-01 19:45:00+02:00;;;;;;;;;
2022-01-01 20:00:00+02:00;;;;;;;;;
2022-01-01 20:15:00+02:00;;;;;;;;;
2022-01-01 20:30:00+02:00;;;;;;;;;
2022-01-01 20:45:00+02:00;;;;;;;;;
2022-01-01 21:00:00+02:00;;;;;;;;;
2022-01-01 21:15:00+02:00;;;;;;;;;
2022-01-01 21:30:00+02:00;;;;;;;;;
2022-01-01 21:45:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;;156489517.0;154520043.0;;
2022-01-01 22:00:00+02:00;;;;;;;;;
2022-01-01 22:15:00+02:00;;;;;;;;;
2022-01-01 22:30:00+02:00;;;;;;;;;
2022-01-02 01:00:00+02:00;;;;;;;;;
2022-01-02 01:15:00+02:00;;;;;;;;;
2022-01-02 01:30:00+02:00;;;;;;;;;
2022-01-02 01:45:00+02:00;;;;;;;;;
2022-01-02 02:00:00+02:00;;;;;;;;;
2022-01-02 02:15:00+02:00;;;;;;;;;
2022-01-02 02:30:00+02:00;;;;;;;;;
2022-01-02 02:45:00+02:00;;;;;;;;;
2022-01-02 03:00:00+02:00;;;;;;;;;
2022-01-02 03:15:00+02:00;;;;;;;;;
2022-01-02 03:30:00+02:00;;;;;;;;;
2022-01-02 03:45:00+02:00;;;;;;;;;
2022-01-02 04:00:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;155341230.0;;154520043.0;;
2022-01-02 04:15:00+02:00;;;;;;;;;
2022-01-02 04:30:00+02:00;;;;;;;;;
2022-01-02 04:45:00+02:00;;;;;;;;;
2022-01-02 05:00:00+02:00;;;;;;;;;
2022-01-02 05:15:00+02:00;;;;;;;;;
2022-01-02 05:30:00+02:00;;;;;;;;;
2022-01-02 05:45:00+02:00;;;;;;;;;
2022-01-02 06:00:00+02:00;;;;;;;;;
2022-01-02 06:15:00+02:00;;;;;;;;;
2022-01-02 06:30:00+02:00;;;;;;;;;
2022-01-02 06:45:00+02:00;;;;;;;;;
2022-01-02 07:00:00+02:00;;;;;;;;;
2022-01-02 07:15:00+02:00;;;;;;;;;
2022-01-02 07:30:00+02:00;;;;;;;;;
2022-01-02 07:45:00+02:00;;;;;;;;;
2022-01-02 08:00:00+02:00;;;;;;;;;
2022-01-02 08:15:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;155341230.0;156489517.0;154520043.0;155947125.0;2262877363.0
2022-01-02 08:30:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;155341230.0;156489517.0;154520043.0;155947125.0;2262877363.0
2022-01-02 08:45:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;155341230.0;156489517.0;154520043.0;155947125.0;2262877363.0
2022-01-02 09:00:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;155341230.0;156489517.0;154520043.0;155947125.0;2262877363.0
2022-01-02 09:15:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;155341230.0;156489517.0;154520043.0;155947125.0;2262877363.0
2022-01-02 09:30:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;155341230.0;156489517.0;154520043.0;155947125.0;2262877363.0
2022-01-02 09:45:00+02:00;429353705.0;420447953.0;388897522.0;401880268.0;155341230.0;156489629.0;154520139.0;155947221.0;2262877667.0
2022-01-02 10:00:00+02:00;429353993.0;420448241.0;388897810.0;401880556.0;155341422.0;156489709.0;154520251.0;155947317.0;2262879299.0
2022-01-02 10:15:00+02:00;429354441.0;420448721.0;388898258.0;401880972.0;155341630.0;156489917.0;154520443.0;155947525.0;2262881907.0
2022-01-02 10:30:00+02:00;429354857.0;420449105.0;388898642.0;401881356.0;155341742.0;156490125.0;154520635.0;155947733.0;2262884195.0
2022-01-02 10:45:00+02:00;429355497.0;420449777.0;388899314.0;401881964.0;155342030.0;156490413.0;154520955.0;155948021.0;2262887971.0
2022-01-02 11:00:00+02:00;429356617.0;420450897.0;388900402.0;401882988.0;155342526.0;156490813.0;154521339.0;155948421.0;2262894003.0
2022-01-02 11:15:00+02:00;429358153.0;420452465.0;388901938.0;401884428.0;155343134.0;156491421.0;154521947.0;155949029.0;2262902515.0
2022-01-02 11:30:00+02:00;429360297.0;420454769.0;388903538.0;401886220.0;155344046.0;156492317.0;154522843.0;155949925.0;2262913955.0
2022-01-02 11:45:00+02:00;429365417.0;420460145.0;388906354.0;401889868.0;155346030.0;156494413.0;154524939.0;155952037.0;2262939203.0
2022-01-02 12:00:00+02:00;429368169.0;420462865.0;388908882.0;401892300.0;155347134.0;156495421.0;154526043.0;155953125.0;2262953939.0
2022-01-02 12:15:00+02:00;429370025.0;420464753.0;388910578.0;401893964.0;155347822.0;156496221.0;154526747.0;155953829.0;2262963939.0
2022-01-02 12:30:00+02:00;429371081.0;420465809.0;388911634.0;401894956.0;155348334.0;156496605.0;154527147.0;155954213.0;2262969779.0
2022-01-02 12:45:00+02:00;429372809.0;420467537.0;388913298.0;401896524.0;155348926.0;156497309.0;154527851.0;155954917.0;2262979171.0
2022-01-02 13:00:00+02:00;429374729.0;420469457.0;388915186.0;401898316.0;155349742.0;156498012.0;154528555.0;155955621.0;2262989618.0
2022-01-02 13:15:00+02:00;429375785.0;420470513.0;388916242.0;401899308.0;155350126.0;156498524.0;154529051.0;155956133.0;2262995682.0
2022-01-02 13:30:00+02:00;429376905.0;420471665.0;388917330.0;401900332.0;155350638.0;156498908.0;154529451.0;155956517.0;2263001746.0
2022-01-02 13:45:00+02:00;429378185.0;420472944.0;388918610.0;401901516.0;155351134.0;156499420.0;154529947.0;155957029.0;2263008785.0
2022-01-02 14:00:00+02:00;429379337.0;420474096.0;388919762.0;401902604.0;155351534.0;156499916.0;154530443.0;155957525.0;2263015217.0
2022-01-02 14:15:00+02:00;429380457.0;420475248.0;388920882.0;401903660.0;155352030.0;156500316.0;154530843.0;155957925.0;2263021361.0
2022-01-02 14:30:00+02:00;429381833.0;420476624.0;388922226.0;401904940.0;155352542.0;156500908.0;154531451.0;155958517.0;2263029041.0
2022-01-02 14:45:00+02:00;429382185.0;420476976.0;388922578.0;401905260.0;155352734.0;156501020.0;154531546.0;155958725.0;2263031024.0
2022-01-02 15:00:00+02:00;429382825.0;420477616.0;388923218.0;401905868.0;155353038.0;156501324.0;154531834.0;155958933.0;2263034656.0
2022-01-02 15:15:00+02:00;429383273.0;420478064.0;388923666.0;401906284.0;155353134.0;156501516.0;154532042.0;155959125.0;2263037104.0
2022-01-02 15:30:00+02:00;429383913.0;420478736.0;388924306.0;401906892.0;155353438.0;156501820.0;154532346.0;155959429.0;2263040880.0
2022-01-02 15:45:00+02:00;429384553.0;420479376.0;388924914.0;401907468.0;155353726.0;156502012.0;154532538.0;155959621.0;2263044208.0
2022-01-02 16:00:00+02:00;429385033.0;420479856.0;388925426.0;401907948.0;155353934.0;156502220.0;154532746.0;155959829.0;2263046992.0
2022-01-02 16:15:00+02:00;429385193.0;420480048.0;388925586.0;401908108.0;155354030.0;156502316.0;154532842.0;155959925.0;2263048048.0
2022-01-02 16:30:00+02:00;429385257.0;420480080.0;388925618.0;401908140.0;155354030.0;156502428.0;154532938.0;155960021.0;2263048512.0
2022-01-02 16:45:00+02:00;429385257.0;420480080.0;388925618.0;401908140.0;155354030.0;156502428.0;154532938.0;155960021.0;2263048512.0
2022-01-02 17:00:00+02:00;429385257.0;420480080.0;388925618.0;401908140.0;155354030.0;156502428.0;154532938.0;155960021.0;2263048512.0
2022-01-02 17:15:00+02:00;429385257.0;420480080.0;388925618.0;401908140.0;155354030.0;156502428.0;154532938.0;155960021.0;2263048512.0
2022-01-02 17:30:00+02:00;429385257.0;420480080.0;388925618.0;401908140.0;155354030.0;156502428.0;154532938.0;155960021.0;2263048512.0
2022-01-02 17:45:00+02:00;;;;;;;;;
2022-01-02 18:00:00+02:00;;;;;;;;;
2022-01-02 18:15:00+02:00;;;;;;;;;
2022-01-02 18:30:00+02:00;;;;;;;;;
2022-01-02 18:45:00+02:00;;;;;;;;;
2022-01-02 19:00:00+02:00;429385257.0;420480080.0;388925618.0;401908140.0;;156502428.0;154532938.0;;
2022-01-02 19:15:00+02:00;;;;;;;;;
2022-01-02 19:30:00+02:00;;;;;;;;;
2022-01-02 19:45:00+02:00;;;;;;;;;
2022-01-02 20:00:00+02:00;;;;;;;;;
2022-01-02 20:15:00+02:00;;;;;;;;;
2022-01-02 20:30:00+02:00;;;;;;;;;
2022-01-02 20:45:00+02:00;;;;;;;;;
2022-01-02 21:00:00+02:00;;;;;;;;;
2022-01-02 21:15:00+02:00;;;;;;;;;
2022-01-02 21:30:00+02:00;;;;;;;;;
2022-01-02 21:45:00+02:00;;;;;;;;;
2022-01-02 22:00:00+02:00;;;;;;;;;
2022-01-02 22:15:00+02:00;;;;;;;;;
2022-01-02 22:30:00+02:00;;;;;;;;;
2022-01-03 01:15:00+02:00;;;;;;;;;
2022-01-03 01:30:00+02:00;;;;;;;;;
2022-01-03 01:45:00+02:00;;;;;;;;;
2022-01-03 02:00:00+02:00;;;;;;;;;
2022-01-03 02:15:00+02:00;;;;;;;;;
2022-01-03 02:30:00+02:00;;;;;;;;;
2022-01-03 02:45:00+02:00;;;;;;;;;
2022-01-03 03:00:00+02:00;;;;;;;;;
2022-01-03 03:15:00+02:00;;;;;;;;;
2022-01-03 03:30:00+02:00;;;;;;;;;
2022-01-03 03:45:00+02:00;;;;;;;;;
2022-01-03 04:00:00+02:00;;;;;;;;;
2022-01-03 04:15:00+02:00;;;;;;;;;
2022-01-03 04:30:00+02:00;;;;;;;;;
2022-01-03 04:45:00+02:00;;;;;;;;;
2022-01-03 05:00:00+02:00;;;;;;;;;
2022-01-03 05:15:00+02:00;;;;;;;;;
2022-01-03 05:30:00+02:00;;;;;;;;;
2022-01-03 05:45:00+02:00;;;;;;;;;
2022-01-03 06:00:00+02:00;;;;;;;;;
2022-01-03 06:15:00+02:00;;;;;;;;;
2022-01-03 06:30:00+02:00;;;;;;;;;
2022-01-03 06:45:00+02:00;;;;;;;;;
2022-01-03 07:00:00+02:00;;;;;;;;;
2022-01-03 07:15:00+02:00;;;;;;;;;
2022-01-03 07:30:00+02:00;;;;;;;;;
2022-01-03 07:45:00+02:00;;;;;;;;;
2022-01-03 08:00:00+02:00;;;;;;;;;
2022-01-03 08:15:00+02:00;429385257.0;420480080.0;388925618.0;401908140.0;155354030.0;156502428.0;154532938.0;155960021.0;2263048512.0
2022-01-03 08:30:00+02:00;429385257.0;420480080.0;388925618.0;401908140.0;155354030.0;156502428.0;154532938.0;155960021.0;2263048512.0
2022-01-03 08:45:00+02:00;429385257.0;420480080.0;388925618.0;401908140.0;155354030.0;156502428.0;154532938.0;155960021.0;2263048512.0
2022-01-03 09:00:00+02:00;429385257.0;420480080.0;388925618.0;401908140.0;155354030.0;156502428.0;154532938.0;155960021.0;2263048512.0
2022-01-03 09:15:00+02:00;429385257.0;420480080.0;388925650.0;401908140.0;155354030.0;156502428.0;154532938.0;155960021.0;2263048544.0
2022-01-03 09:30:00+02:00;429385480.0;420480336.0;388925874.0;401908364.0;155354222.0;156502508.0;154533050.0;155960117.0;2263049951.0
2022-01-03 09:45:00+02:00;429385864.0;420480720.0;388926258.0;401908716.0;155354334.0;156502716.0;154533242.0;155960325.0;2263052175.0
2022-01-03 10:00:00+02:00;429386408.0;420481264.0;388926802.0;401909228.0;155354638.0;156502924.0;154533434.0;155960533.0;2263055231.0
2022-01-03 10:15:00+02:00;429386664.0;420481520.0;388927026.0;401909452.0;155354734.0;156503116.0;154533546.0;155960725.0;2263056783.0
2022-01-03 10:30:00+02:00;429386920.0;420481744.0;388927282.0;401909676.0;155354830.0;156503212.0;154533754.0;155960821.0;2263058239.0
2022-01-03 10:45:00+02:00;429386984.0;420481840.0;388927346.0;401909740.0;155354926.0;156503212.0;154533754.0;155960821.0;2263058623.0
2022-01-03 11:00:00+02:00;429387112.0;420481968.0;388927506.0;401909868.0;155354926.0;156503324.0;154533850.0;155960933.0;2263059487.0
2022-01-03 11:15:00+02:00;429387368.0;420482224.0;388927762.0;401910092.0;155355134.0;156503420.0;154533946.0;155961029.0;2263060975.0
2022-01-03 11:30:00+02:00;429388008.0;420482864.0;388928370.0;401910668.0;155355326.0;156503708.0;154534250.0;155961317.0;2263064511.0
2022-01-03 11:45:00+02:00;429388872.0;420483728.0;388929234.0;401911500.0;155355742.0;156504108.0;154534538.0;155961717.0;2263069439.0
2022-01-03 12:00:00+02:00;429391048.0;420485936.0;388931410.0;401913548.0;155356526.0;156504924.0;154535450.0;155962533.0;2263081375.0
2022-01-03 12:15:00+02:00;429393032.0;420487920.0;388933394.0;401915404.0;155357342.0;156505708.0;154536250.0;155963317.0;2263092367.0
2022-01-03 12:30:00+02:00;429394664.0;420489552.0;388934994.0;401916908.0;155357934.0;156506316.0;154536842.0;155963925.0;2263101135.0
2022-01-03 12:45:00+02:00;429396104.0;420490992.0;388936434.0;401918252.0;155358526.0;156506908.0;154537450.0;155964517.0;2263109183.0
2022-01-03 13:00:00+02:00;429397544.0;420492464.0;388937842.0;401919596.0;155359134.0;156507516.0;154537946.0;155965125.0;2263117167.0
2022-01-03 13:15:00+02:00;429398792.0;420493712.0;388939090.0;401920780.0;155359630.0;156508012.0;154538442.0;155965621.0;2263124079.0
2022-01-03 13:30:00+02:00;429399688.0;420494608.0;388939986.0;401921580.0;155359934.0;156508316.0;154538842.0;155965925.0;2263128879.0
2022-01-03 13:45:00+02:00;429400776.0;420495696.0;388941042.0;401922604.0;155360430.0;156508828.0;154539242.0;155966421.0;2263135039.0
2022-01-03 14:00:00+02:00;429401768.0;420496752.0;388942066.0;401923564.0;155360830.0;156509212.0;154539642.0;155966821.0;2263140655.0
2022-01-03 14:15:00+02:00;429402760.0;420497712.0;388943026.0;401924460.0;155361230.0;156509612.0;154540042.0;155967221.0;2263146063.0
2022-01-03 14:30:00+02:00;429403560.0;420498512.0;388943826.0;401925228.0;155361534.0;156509916.0;154540442.0;155967525.0;2263150543.0
2022-01-03 14:45:00+02:00;429404296.0;420499280.0;388944562.0;401925932.0;155361838.0;156510220.0;154540746.0;155967829.0;2263154703.0
2022-01-03 15:00:00+02:00;429404872.0;420499888.0;388945170.0;401926475.0;155362142.0;156510508.0;154540938.0;155968117.0;2263158110.0
2022-01-03 15:15:00+02:00;429405352.0;420500336.0;388945618.0;401926923.0;155362334.0;156510716.0;154541146.0;155968325.0;2263160750.0
2022-01-03 15:30:00+02:00;429405608.0;420500592.0;388945874.0;401927147.0;155362430.0;156510812.0;154541242.0;155968421.0;2263162126.0
2022-01-03 15:45:00+02:00;429406120.0;420501136.0;388946418.0;401927627.0;155362638.0;156511004.0;154541546.0;155968613.0;2263165102.0
2022-01-03 16:00:00+02:00;429406536.0;420501552.0;388946802.0;401928011.0;155362830.0;156511212.0;154541642.0;155968821.0;2263167406.0
2022-01-03 16:15:00+02:00;429406664.0;420501680.0;388946962.0;401928139.0;155362926.0;156511324.0;154541754.0;155968933.0;2263168382.0
2022-01-03 16:30:00+02:00;429406696.0;420501712.0;388946962.0;401928171.0;155362926.0;156511324.0;154541850.0;155968933.0;2263168574.0
2022-01-03 16:45:00+02:00;429406696.0;420501712.0;388946962.0;401928171.0;155362926.0;156511324.0;154541850.0;155968933.0;2263168574.0
2022-01-03 17:00:00+02:00;429406696.0;420501712.0;388946962.0;401928171.0;155362926.0;156511324.0;154541850.0;155968933.0;2263168574.0
2022-01-03 17:15:00+02:00;429406696.0;420501712.0;388946962.0;401928171.0;155362926.0;156511324.0;154541850.0;155968933.0;2263168574.0
2022-01-03 17:30:00+02:00;429406696.0;420501712.0;388946962.0;401928171.0;155362926.0;156511324.0;154541850.0;155968933.0;2263168574.0
2022-01-03 17:45:00+02:00;;;;;;;;;
2022-01-03 18:00:00+02:00;;;;;;;;;
2022-01-03 18:15:00+02:00;;;;;;;;;
2022-01-03 18:30:00+02:00;;;;;;;;;
2022-01-03 18:45:00+02:00;;;;;;;;;
2022-01-03 19:00:00+02:00;;;;;;;;;
2022-01-03 19:15:00+02:00;;;;;;;;;
2022-01-03 19:30:00+02:00;;;;;;;;;
2022-01-03 19:45:00+02:00;;;;;;;;;
2022-01-03 20:00:00+02:00;;;;;;;;;
2022-01-03 20:15:00+02:00;429406696.0;420501712.0;388946962.0;401928171.0;;156511324.0;154541850.0;;
2022-01-03 20:30:00+02:00;;;;;;;;;
2022-01-03 20:45:00+02:00;;;;;;;;;
2022-01-03 21:00:00+02:00;;;;;;;;;
2022-01-03 21:15:00+02:00;;;;;;;;;
2022-01-03 21:30:00+02:00;;;;;;;;;
2022-01-03 21:45:00+02:00;;;;;;;;;
2022-01-03 22:00:00+02:00;;;;;;;;;
2022-01-03 22:15:00+02:00;;;;;;;;;
2022-01-03 22:30:00+02:00;;;;;;;;;
2022-01-04 01:15:00+02:00;;;;;;;;;
2022-01-04 01:30:00+02:00;;;;;;;;;
2022-01-04 01:45:00+02:00;;;;;;;;;
2022-01-04 02:00:00+02:00;;;;;;;;;
2022-01-04 02:15:00+02:00;;;;;;;;;
2022-01-04 02:30:00+02:00;;;;;;;;;
2022-01-04 02:45:00+02:00;;;;;;;;;
2022-01-04 03:00:00+02:00;;;;;;;;;
2022-01-04 03:15:00+02:00;;;;;;;;;
2022-01-04 03:30:00+02:00;;;;;;;;;
2022-01-04 03:45:00+02:00;;;;;;;;;
2022-01-04 04:00:00+02:00;;;;;;;;;
2022-01-04 04:15:00+02:00;;;;;;;;;
2022-01-04 04:30:00+02:00;;;;;;;;;
2022-01-04 04:45:00+02:00;;;;;;;;;
2022-01-04 05:00:00+02:00;;;;;;;;;
2022-01-04 05:15:00+02:00;;;;;;;;;
2022-01-04 05:30:00+02:00;;;;;;;;;
2022-01-04 05:45:00+02:00;;;;;;;;;
2022-01-04 06:00:00+02:00;;;;;;;;;
2022-01-04 06:15:00+02:00;;;;;;;;;
2022-01-04 06:30:00+02:00;;;;;;;;;
2022-01-04 06:45:00+02:00;;;;;;;;;
2022-01-04 07:00:00+02:00;;;;;;;;;
2022-01-04 07:15:00+02:00;;;;;;;;;
2022-01-04 07:30:00+02:00;;;;;;;;;
2022-01-04 07:45:00+02:00;;;;;;;;;
2022-01-04 08:00:00+02:00;;;;;;;;;
2022-01-04 08:15:00+02:00;429406696.0;420501712.0;388946962.0;401928171.0;155362926.0;156511324.0;154541850.0;155968933.0;2263168574.0
2022-01-04 08:30:00+02:00;429406696.0;420501712.0;388946962.0;401928171.0;155362926.0;156511324.0;154541850.0;155968933.0;2263168574.0
2022-01-04 08:45:00+02:00;429406696.0;420501712.0;388946962.0;401928171.0;155362926.0;156511324.0;154541850.0;155968933.0;2263168574.0
2022-01-04 09:00:00+02:00;429406696.0;420501712.0;388946962.0;401928171.0;155362926.0;156511324.0;154541850.0;155968933.0;2263168574.0
2022-01-04 09:15:00+02:00;429406696.0;420501712.0;388946962.0;401928171.0;155362926.0;156511324.0;154541850.0;155968933.0;2263168574.0
2022-01-04 09:30:00+02:00;429406728.0;420501776.0;388947026.0;401928203.0;155363038.0;156511420.0;154541850.0;155969029.0;2263169070.0
2022-01-04 09:45:00+02:00;429406920.0;420501968.0;388947218.0;401928395.0;155363134.0;156511516.0;154541946.0;155969125.0;2263170222.0
2022-01-04 10:00:00+02:00;429407144.0;420502192.0;388947410.0;401928587.0;155363246.0;156511612.0;154542042.0;155969221.0;2263171454.0
2022-01-04 10:15:00+02:00;429407624.0;420502672.0;388947890.0;401929035.0;155363438.0;156511820.0;154542346.0;155969429.0;2263174254.0
2022-01-04 10:30:00+02:00;429407944.0;420503024.0;388948242.0;401929355.0;155363534.0;156511916.0;154542442.0;155969621.0;2263176078.0
2022-01-04 10:45:00+02:00;429408424.0;420503504.0;388948722.0;401929803.0;155363742.0;156512220.0;154542650.0;155969829.0;2263178894.0
2022-01-04 11:00:00+02:00;429408808.0;420503888.0;388949074.0;401930123.0;155363934.0;156512316.0;154542842.0;155969925.0;2263180910.0
2022-01-04 11:15:00+02:00;429409128.0;420504208.0;388949426.0;401930443.0;155364142.0;156512524.0;154542954.0;155970133.0;2263182958.0
2022-01-04 11:30:00+02:00;429409928.0;420505008.0;388950194.0;401931179.0;155364430.0;156512812.0;154543354.0;155970421.0;2263187326.0
2022-01-04 11:45:00+02:00;429411144.0;420506224.0;388951409.0;401932331.0;155364926.0;156513308.0;154543738.0;155970917.0;2263193997.0
